source,#,bodyAR,bodyDV,takhrij
جامع الترمذي,1667,"عن عُثْمَانَ بْنَ عَفَّانَ، رضى الله عنه يَقُولُ سَمِعْتُ رَسُولَ اللَّهِ ﷺ يَقُولُ : ""رِبَاطُ يَوْمٍ فِي سَبِيلِ اللَّهِ خَيْرٌ مِنْ أَلْفِ يَوْمٍ فِيمَا سِوَاهُ مِنَ الْمَنَازِلِ ""","އުޘްމާނު ބިން ޢައްފާނު ރަޟިޔަﷲ ޢަންހު ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރައްވަނިކޮށް އަޑުއެއްސެވީމެވެ. ""ﷲގެ މަގުގައި ޖިހާދުގެ މައިދާނުގައި(ރިބާޠުގައި) އެއްދުވަސް ހޭދަކުރުން، ގެތަކުގައި އޭނޫން އެއްހާސް ދުވަސް ހޭދަކުރުމަށްވުރެ ހެޔޮވެގެންވެއެވެ.""",
جامع الترمذي,1668,عن أَبِي هُرَيْرَةَ رَضيَ الله عنهُ أَنَّ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ قَالَ: (مَا يَجِدُ الشَّهِيدُ مِنْ مَسِّ الْقَتْلِ إِلَّا كَمَا يَجِدُ أَحَدُكُمْ مَسَّ الْقَرْصَةِ),"އަބޫ ހުރައިރާ ރަޟިޔަﷲ އަންހުގެ އަރިހުން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ ޙަދީޘްކުރެއްވިއެވެ. ""ތިޔަބައިމީހުންގެ ތެރެއިން މީހެއްގެ ގައިގައި ވިކާލުމުން(ނުވަތަ ހިންޏެއް ދަތްއެޅުމުން) ތަދު އިހުސާސްވާ ފަދައިން މެނުވީ، ޝަހީދުވާ މީހާ މަރުވާ އިރު(މަރުގެ އެތިފަހަރުގައި) ތަދުނުވާހުއްޓެވެ""",
جامع الترمذي,1858,""" إِذَا أَكَلَ أَحَدُكُمْ طَعَامًا فَلْيَقُلْ: بِسْمِ اللَّهِ، فَإِنْ نَسِيَ فِي أَوَّلِهِ فَلْيَقُلْ: بِسْمِ اللَّهِ فِي أَوَّلِهِ وَآخِرِهِ ""","""ތިޔަބައިމީހުންކުރެ މީހަކު އެއްޗެއްކާ ނަމަ بِسْمِ اللَّهِ މިފަދައިން ކިޔާހުށިކަމެވެ. ކާން ފެށިއިރު بِسْمِ اللَّهِ ކިޔަން ހަނދާން ނެތިއްޖަނަމަ بِسْمِ اللَّهِ فِي أَوَّلِهِ وَآخِرِهِ މިފަދައިން ކިޔާ ހުށިކަމެވެ.""",
جامع الترمذي,1881,كُنَّا نَأْكُلُ عَلَى عَهْدِ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وَنَحْنُ نَمْشِي ، وَنَشْرَبُ وَنَحْنُ قِيَامٌ,އަހަރުމެން (ޞަޙާބީން) އެކަލޭގެފާނު ޒަމާނުގައި ހިންގަވާހާލު ކައިއުޅުއްވަމެވެ. އަދި ކޮޅަށްތިބޭ ހާލު ފެންފޮދުހިއްޕަވައި ހައްދަވަމެވެ.,
جامع الترمذي,1954,حَدَّثَنَا أَحْمَدُ بْنُ مُحَمَّدٍ قَالَ: أَخْبَرَنَا عَبْدُ اللَّهِ بْنُ المُبَارَكِ قَالَ: حَدَّثَنَا الرَّبِيعُ بْنُ مُسْلِمٍ قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ زِيَادٍ، عَنْ أَبِي هُرَيْرَةَ قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «مَنْ لَا ‌يَشْكُرُ ‌النَّاسَ ‌لَا ‌يَشْكُرُ ‌اللَّهَ» هَذَا حَدِيثٌ صَحِيحٌ,އަބޫ ހުރައިރާ ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވިއެވެ: ”މީސްތަކުންނަށް ޝުކުރު ނުކުރާ މީހަކު، ﷲ އަށް ޝުކުރެއް ނުކުރާނެއެވެ.“,صَحَّحَهُ الأَلبَانِي فِي صَحِيحِ سُنَنِ التِّرمِذِي
جامع الترمذي,1987,حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ، قَالَ: حَدَّثَنَا عَبْدُ الرَّحْمَنِ بْنُ مَهْدِيٍّ، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ حَبِيبِ بْنِ أَبِي ثَابِتٍ، عَنْ مَيْمُونِ بْنِ أَبِي شَبِيبٍ، عَنْ أَبِي ذَرٍّ قَالَ: قَالَ لِي رَسُولُ اللهِ ﷺ: اتَّقِ اللهَ حَيْثُمَا كُنْتَ، وَأَتْبِعِ السَّيِّئَةَ الْحَسَنَةَ تَمْحُهَا، وَخَالِقِ النَّاسَ بِخُلُقٍ حَسَنٍ. وَفِي الْبَابِ عَنْ أَبِي هُرَيْرَةَ. هَذَا حَدِيثٌ حَسَنٌ صَحِيحٌ.,އަބޫ ޛައްރު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ތިމަންނައަށް ޙަދީޘް ކުރެއްވިއެވެ: ”ތިބާވީ ކޮންމެ ތާކުމެ ﷲ އަށް ތަގުވާވެރި ވާށެވެ. އަދި (ފާފައެއް ކުރެވިއްޖެ ނަމަ، އެ) ފާފަޔަކާ ވިދިގެން ހެޔޮ ކަމެއް ކުރާށެވެ. (އެހެނީ) އެ ހެޔޮ ކަންތައް، އެ ފާފަ ފޮހެލާނެއެވެ. އަދި ރިވެތި އަޚްލާގުން މީސްތަކުންނާ މުޢާމަލާތް ކުރާށެވެ.“,
جامع الترمذي,1987,حَدَّثَنَا مُحَمَّدُ بْنُ بَشَّارٍ، قَالَ: حَدَّثَنَا عَبْدُ الرَّحْمَنِ بْنُ مَهْدِيٍّ، قَالَ: حَدَّثَنَا سُفْيَانُ، عَنْ حَبِيبِ بْنِ أَبِي ثَابِتٍ، عَنْ مَيْمُونِ بْنِ أَبِي شَبِيبٍ، عَنْ أَبِي ذَرٍّ قَالَ: قَالَ لِي رَسُولُ اللهِ ﷺ: اتَّقِ اللهَ حَيْثُمَا كُنْتَ، وَأَتْبِعِ السَّيِّئَةَ الْحَسَنَةَ تَمْحُهَا، وَخَالِقِ النَّاسَ بِخُلُقٍ حَسَنٍ. وَفِي الْبَابِ عَنْ أَبِي هُرَيْرَةَ. هَذَا حَدِيثٌ حَسَنٌ صَحِيحٌ.,އަބޫ ޛައްރު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ތިމަންނައަށް ޙަދީޘް ކުރެއްވިއެވެ: ”ތިބާވީ ކޮންމެ ތާކުމެ ﷲ އަށް ތަގުވާވެރި ވާށެވެ. އަދި (ފާފައެއް ކުރެވިއްޖެ ނަމަ، އެ) ފާފަޔަކާ ވިދިގެން ހެޔޮ ކަމެއް ކުރާށެވެ. (އެހެނީ) އެ ހެޔޮ ކަންތައް، އެ ފާފަ ފޮހެލާނެއެވެ. އަދި ރިވެތި އަޚްލާގުން މީސްތަކުންނާ މުޢާމަލާތް ކުރާށެވެ.“,
جامع الترمذي,2004,"عَنْ أَبِي هُرَيْرَةَ، قَالَ سُئِلَ رَسُولُ اللَّهِ ﷺ عَنْ أَكْثَرِ مَا يُدْخِلُ النَّاسَ الْجَنَّةَ فَقَالَ "" تَقْوَى اللَّهِ وَحُسْنُ الْخُلُقِ "" . وَسُئِلَ عَنْ أَكْثَرِ مَا يُدْخِلُ النَّاسَ النَّارَ فَقَالَ "" الْفَمُ وَالْفَرْجُ "" .","އަބޫ ހުރައިރާ ރަޟިޔަﷲ ޢަންހުގެ ކިބައިން ރިވާވެގެންވެއެވެ. ރަސޫލުﷲ ﷺ އާ އެންމެ ގިނައިން ސުވަރުގެ ވައްދަވާ ކަމަކީ ކޮބައިތޯ ސުވާލު ދެންނެވުނެވެ. އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ. ""ﷲއަށް ތަގުވާވެރިވުމާއި އަދި ރިވެތި އަޚުލާގެވެ."" އަދި މީސްތަކުން އެންމެ ގިނައިން ނަރަކައަށް ވައްދަނީ ކޮންކަމަކާ ބެހޭގޮތުން ސުވާލުކުރެވުނެވެ. ޙަދީޘްކުރެއްވިއެވެ: ""އަނގަޔާއި(ދުލާއި) އަދި ލަދުވެތި ގުނަވަަނެވެ.""",
جامع الترمذي,2041,حَدَّثَنَا ابْنُ أَبِي عُمَرَ وَسَعِيدُ بْنُ عَبْدِ الرَّحْمَنِ الْمَخْزُومِيُّ، قَالَا: حَدَّثَنَا سُفْيَانُ، عَنِ الزُّهْرِيِّ، عَنْ أَبِي سَلَمَةَ، عَنْ أَبِي هُرَيْرَةَ أَنَّ النَّبِيَّ ﷺ قَالَ: عَلَيْكُمْ بِهَذِهِ الْحَبَّةِ السَّوْدَاءِ؛ فَإِنَّ فِيهَا شِفَاءً مِنْ كُلِّ دَاءٍ إِلَّا السَّامَ. وَالسَّامُ الْمَوْتُ وَفِي الْبَابِ عَنْ بُرَيْدَةَ، وَابْنِ عُمَرَ، وَعَائِشَةَ. وَهَذَا حَدِيثٌ حَسَنٌ صَحِيحٌ. وَالْحَبَّةُ السَّوْدَاءُ: هِيَ الشُّونِيزُ.,އަބޫ ހުރައިރާ ރިވާ ކުރެއްވިއެވެ: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިޔަބައިމީހުންގެ މައްޗަށް އޮތީ މި ކަޅުދިރި ބޭނުން ކުރުމެވެ. އެހެނީ ހަމަކަށަވަރުން އޭގައި ސާއްމު ފިޔަވާ ކޮންމެ ބައްޔަކަށް ޝިފާވެއެވެ.“ އަދި ސާއްމަކީ މަރެވެ.,
جامع الترمذي,2047,حَدَّثَنَا مُحَمَّدُ بْنُ مَدُّوَيْهِ ، قَالَ : حَدَّثَنَا عَبْدُ الرَّحْمَنِ بْنُ حَمَّادٍ الشُّعَيْثِيُّ ، قَالَ : حَدَّثَنَا عَبَّادُ بْنُ مَنْصُورٍ ، عَنْ عِكْرِمَةَ ، عَنِ ابْنِ عَبَّاسٍ قَالَ: قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: إِنَّ خَيْرَ مَا تَدَاوَيْتُمْ بِهِ السَّعُوطُ وَاللَّدُودُ وَالْحِجَامَةُ وَالْمَشِيُّ. فَلَمَّا اشْتَكَى رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ لَدَّهُ أَصْحَابُهُ فَلَمَّا فَرَغُوا قَالَ: لُدُّوهُمْ ، قَالَ: فَلُدُّوا كُلُّهُمْ غَيْرَ الْعَبَّاسِ .,"އިބްނު ޢައްބާސް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ (ސ) ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިޔަބައިމީހުން ފަރުވާ ކުރުމަށް ބޭނުން ކުރާ އެންމެ ރަނގަޅު ތަކެއްޗަކީ (ގުސްޠުން) ނޭފަތަށް ތިކިޖެހުމާއި، (ގުސްތުން) ކޮލުދަތްތައް ކައިރީގައި ހާކާލުމާއި، ޙިޖާމާ ޖެހުމާއި، ބަނޑު ހުސްކުރުވާ ތަކެއްޗެވެ.“ އަދި ރަސޫލު ﷲ (ސ) ގެ (ފަހު) އާލާސްކަންފުޅުގައި އޮންނެވި ހިނދު، ނަބިއްޔާގެ ޞަޙާބީން އެކަލޭގެފާނުގެ ކޮލުދަތްޕުޅު ކައިރީގައި ގުސްތު ހާކާލެއްވިއެވެ. ދެން އެބައިމީހުން ވަކިވުމަށްފަހު ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ""އެބައިމީހުންގެ ކޮލުދަތްތައް ކައިރީގައި ގުސްޠު ހާކާށެވެ. ދެން އެބައިމީހުން އެންމެންނަށް އެހެން ހެދުނެވެ. އެއީ ޢިބްނު ޢައްބާސް ފިޔަވައެވެ.",
جامع الترمذي,2048,حَدَّثَنَا مُحَمَّدُ بْنُ يَحْيَى ، قَالَ : حَدَّثَنَا يَزِيدُ بْنُ هَارُونَ ، قَالَ : حَدَّثَنَا عَبَّادُ بْنُ مَنْصُورٍ ، عَنْ عِكْرِمَةَ ، عَنِ ابْنِ عَبَّاسٍ قَالَ: قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: إِنَّ خَيْرَ مَا تَدَاوَيْتُمْ بِهِ اللَّدُودُ وَالسَّعُوطُ وَالْحِجَامَةُ وَالْمَشِيُّ ، وَخَيْرُ مَا اكْتَحَلْتُمْ بِهِ الْإِثْمِدُ؛ فَإِنَّهُ يَجْلُو الْبَصَرَ وَيُنْبِتُ الشَّعَرَ ، وَكَانَ لِرَسُولِ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ مُكْحُلَةٌ يَكْتَحِلُ بِهَا عِنْدَ النَّوْمِ ثَلَاثًا فِي كُلِّ عَيْنٍ. هَذَا حَدِيثٌ حَسَنٌ غَرِيبٌ ، لَا نَعْرِفُهُ إِلَّا مِنْ حَدِيثِ عَبَّادِ بْنِ مَنْصُورٍ .,އިބްނު ޢައްބާސް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިޔަބައިމީހުން ފަރުވާ ކުރުމަށް ބޭނުން ކުރާ އެންމެ ރަނގަޅު ތަކެއްޗަކީ (ގުސްތުން) ކޮލުދަތްތައް ކައިރީގައި ހާކާލުމާއި، (ގުސްޠުން) ނޭފަތަށް ތިކިޖެހުމާއި، ޙިޖާމާ ޖެހުމާއި، ބަނޑު ހުސްކުރުވާ ތަކެއްޗެވެ. އަދި އަނދުން އެޅުމަށް ތިޔަބައިމީހުން ބޭނުން ކުރާ އެންމެ ރަނގަޅު އެއްޗަކީ އިޘްމިދެވެ. އެހެނީ ހަމަކަށަވަރުން އޭގެން ލޮލުގެ ފެނުން އަލިކޮށްދެއެވެ. އަދި އެސްފިޔަތައް ދިގުކޮށްދެއެވެ.“ އަދި އަނދުން އަޅާ އެއްޗެއް ރަސޫލު ﷲ ﷺ ގެންގުޅުއްވިއެވެ. ނަބިއްޔާ އަވަހާރަފުޅު ލެއްޕެވުމުގެ ކުރިން ކޮންމެ ލޯފުޅެއްގައި ތިން ފަހަރު އޭގެން އަނދުން އަޅުއްވައެވެ.,
جامع الترمذي,2053,حَدَّثَنَا عَبْدُ بْنُ حُمَيْدٍ ، قَالَ : أَخْبَرَنَا النَّضْرُ بْنُ شُمَيْلٍ ، قَالَ : حَدَّثَنَا عَبَّادُ بْنُ مَنْصُورٍ قَالَ: سَمِعْتُ عِكْرِمَةَ يَقُولُ: كَانَ لِابْنِ عَبَّاسٍ غِلْمَةٌ ثَلَاثَةٌ حَجَّامُونَ ، فَكَانَ اثْنَانِ مِنْهُمْ يُغِلَّانِ عَلَيْهِ وَعَلَى أَهْلِهِ ، وَوَاحِدٌ يَحْجُمُهُ وَيَحْجُمُ أَهْلَهُ ، قَالَ: وَقَالَ ابْنُ عَبَّاسٍ : قَالَ نَبِيُّ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: نِعْمَ الْعَبْدُ الْحَجَّامُ ، يُذْهِبُ الدَّمَ وَيُخِفُّ الصُّلْبَ ، وَيَجْلُو عَنِ الْبَصَرِ . وَقَالَ: إِنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ حِينَ عُرِجَ بِهِ مَا مَرَّ عَلَى مَلَإٍ مِنَ الْمَلَائِكَةِ إِلَّا قَالُوا: عَلَيْكَ بِالْحِجَامَةِ ، وَقَالَ: إِنَّ خَيْرَ مَا تَحْتَجِمُونَ فِيهِ يَوْمَ سَبْعَ عَشْرَةَ وَيَوْمَ تِسْعَ عَشْرَةَ وَيَوْمَ إِحْدَى وَعِشْرِينَ وَقَالَ: إِنَّ خَيْرَ مَا تَدَاوَيْتُمْ بِهِ السَّعُوطُ وَاللَّدُودُ وَالْحِجَامَةُ وَالْمَشِيُّ . وَإِنَّ رَسُولَ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ لَدَّهُ الْعَبَّاسُ وَأَصْحَابُهُ فَقَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: مَنْ لَدَّنِي؟ فَكُلُّهُمْ أَمْسَكُوا فَقَالَ: لَا يَبْقَى أَحَدٌ مِمَّنْ فِي الْبَيْتِ إِلَّا لُدَّ غَيْرَ عَمِّهِ الْعَبَّاسِ قَالَ عَبْدٌ : قَالَ النَّضْرُ : اللَّدُودُ الْوَجُورُ . هَذَا حَدِيثٌ حَسَنٌ غَرِيبٌ . لَا نَعْرِفُهُ إِلَّا مِنْ حَدِيثِ عَبَّادِ بْنِ مَنْصُورٍ . وَفِي الْبَابِ عَنْ عَائِشَةَ.,"ޢިކްރިމާ ރިވާ ކުރެއްވިއެވެ: ޙިޖާމާ ޖަހާ ތިން ފިރިހެން އަޅުކުދިން އިބްނު ޢައްބާސް ގެންގުޅުއްވިއެވެ. އޭގެ ތެރެއިން ދެ ކުއްޖަކު ޙިޖާމާ ޖަހައިގެން އިބްނު ޢައްބާސަށާއި އެކަލޭގެފާނުގެ އާއިލާއަށް އާމްދަނީ ހޯދައެވެ. އަދި އެއް ކުއްޖަކު އިބްނު ޢައްބާސަށާއި އެކަލޭގެފާނުގެ އާއިލާއަށް ހިޖާމާ ޖަހައިދެއެވެ. އަދި އިބްނު ޢައްބާސް ވިދާޅުވިއެވެ: ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ""ޙިޖާމާ ޖަހާ އަޅުކުއްޖާގެ ހެޔޮކަމާއެވެ. އޭނާ ލޭ ނަގައި، ބުރަކައްޓަށް ލުއިކޮށްދީ، ލޮލުގެ ފެނުން އަލިކޮށްދެއެވެ."" އަދިވެސް އިބްނު ޢައްބާސް ވިދާޅުވިއެވެ: ހަމަކަށަވަރުން ރަސޫލު ﷲ ﷺ މިޢުރާޖަށް އަރާވަޑައިގެންނެވި ހިނދު، މަލާއިކަތުން ކައިރިންލައިފާ ނަބިއްޔާ ވަޑައިގެން ކޮންމެ މަލާއިކަތަކު ދެންނެވިއެވެ: އިބަ ނަބިއްޔާ ޙިޖާމާ ޖައްސަވާށެވެ. އަދިވެސް ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ""ތިޔަބައިމީހުން ޙިޖާމާ ޖަހާ އެންމެ ހެޔޮ ދުވަސްތަކަކީ (މަހުގެ) ސަތާރަވަނަ ދުވަހާއި، ނަވާރަވަނަ ދުވަހާއި، އެކާވީސްވަނަ ދުވަހެވެ."" އަދިވެސް ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިޔަބައިމީހުން ފަރުވާ ކުރުމަށް ބޭނުން ކުރާ އެންމެ ރަނގަޅު ތަކެއްޗަކީ (ގުސްޠުން) ނޭފަތަށް ތިކިޖެހުމާއި، (ގުސްތުން) ކޮލުދަތްތައް ކައިރީގައި ހާކާލުމާއި، ޙިޖާމާ ޖެހުމާއި، ބަނޑު ހުސްކުރުވާ ތަކެއްޗެވެ.“ އަދި ރަސޫލު ﷲ ﷺ ގެ (ފަހު އާލާސްކަންފުޅުގައި އޮންނެވި ހިނދު) އަލްޢައްބާސާއި ނަބިއްޔާގެ ޞަޙާބީން އެކަލޭގެފާނުގެ ކޮލުދަތްޕުޅު ކައިރީގައި ގުސްތު ހާކާލެއްވިއެވެ. ދެން ރަސޫލު ﷲ (ސ) ޙަދީޘް ކުރެއްވިއެވެ: ""ތިމަން ނަބިއްޔާގެ ކޮލުދަތްޕުޅު ކައިރީގައި ގުސްތު ހޭކީ ކޮން ބަޔެއްތޯއެވެ؟"" ފަހެ އެބައިމީހުން އެންމެން ހިފެހެއްޓުނެވެ. އިބްނު ޢައްބާސް ވިދާޅުވިއެވެ: ދެން އެ ގެކޮޅުގައި ހުރި އެންމެންގެ ކޮލުދަތްތައް ކައިރީގައި ގުސްޠު ހޭކުނެވެ. އެއީ ނަބިއްޔާގެ ބޮޑުބޭބެފުޅު އަލްޢައްބާސް ފިޔަވައެވެ. (ޙަދީޘްގެ ރާވީއެއް ކަމަށްވާ) ޢަބްދު ވިދާޅުވިއެވެ: އައްނަޟްރު ވިދާޅުވިއެވެ: ލުދޫދަކީ ވުޖޫރެވެ. (އެބަހީ: ކަރަށް ތިކި ޖެހުމެވެ.) (އިމާމު ތިރްމިޛީ ވިދާޅުވިއެވެ): މިއީ ޙަސަން ޣަރީބް ޙަދީޘެކެވެ. ޢައްބާދު ބިން މަންޞޫރުގެ އަރިހުން މެނުވީ މި ޙަދީޘް އައިކަމަށް ތިމަންމެން ނުދަންނަމެވެ. އަދި މި ޙަދީޘްގައިވާ ކަންކަމާ ގުޅޭ ގޮތުން ޢާއިޝާގެ އަރިހުން ރިވާވެގެން އައިސްފައިވެއެވެ.",
جامع الترمذي,2058,كان رسولُ اللهِ صلَّى اللهُ عليه وسلَّم يتعوَّذُ من الجانِّ، وعَينِ الإنسانِ، حتى نزلت المعَوِّذتانِ، فلمَّا نزلت أخذ بهما وتَرَك ما سِواهما,المعوذتين (سورة الفلق އަދި سورة الناس) ދެސޫރަތް ބާވައިލެއްވެއްޖެއުމަށް ދާނދެން ރަސޫލުﷲ ޞައްލައްﷲ އަލައިހި ވަސައްލަމަ ޖިންނީންނާއި އެސްފީނައިން ރައްކާތެރިވުމަށް (ﷲގެ ހަޒްރަތަށް އެކި ދުއާތައްކުރައްވާ) އެދިވަޑައިގެންނަވާ ކަމުގައި ވެއެވެ. ދެންފަހެ އެދެސޫރަތް ބާވައިލެއްވުމުން އެ ދެސޫރަތުގައި ހިއްޕަވައި އެހެނިހެން ތަކެތި ކިޔެވުން ދުކޮށްލެއްވިއެވެ.,
جامع الترمذي,2058,عن أبي سعيد الخدري رضي الله عنه قال : ( كَانَ رَسُولُ اللهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَتَعَوَّذُ مِنَ الجَانِّ وَعَيْنِ الإِنْسَانِ حَتَّى نَزَلَتِ الْمُعَوِّذَتَانِ ، فَلَمَّا نَزَلَتَا أَخَذَ بِهِمَا وَتَرَكَ مَا سِوَاهُمَا,އަބޫ ސައީދުނިލް ޚުދްރީގެ އަރިހުން ރިވާވެފައިވާ ޙަދީޘެއްގެ މާނާގައި ވެއެވެ. “(ﷲ ޞުބުޙާނަހޫ ވަތަޢާލާ،) މުޢައްވިޛަތައިން (سورة الفلق އަދި سورة الناس) ބާވައިލެއްވުމަށް ދާންދެން ރަސޫލުﷲ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމް، ޖިންނި އާއި އެސްފީނާއިން ﷲގެ ހަޒްރަތުން ރައްކާތެރިކަމަށް އެދިވަޑައިގެން (އެހެނިހެން) ދުއާ ކުރެއްވިއެވެ. މުޢައްވިޛަތައިން ބާވައިލެއްވުމާއެކު، އެކަލޭގެފާނު، (އެކަންކަމަށް) މުޢައްވިޛަތައިން ކިޔުއްވައި ރުގްޔާ ކުރައްވަތެވެ. އަދި ކުރިން ކިޔުއްވި ތަކެތި ކިޔުއްވުން ހުއްޓާލެއްވިއެވެ.”,
جامع الترمذي,2060,كانَ رسولُ اللَّهِ صلى اللَّهُ عليهِ وسلَّمَ يعوِّذُ الحسنَ والحسينَ ، يقولُ : أعيذُكُما بِكلماتِ اللَّهِ التَّامَّةِ ، مِن كلِّ شيطانٍ وَهامَّةٍ ومن كلِّ عينٍ لامَّةٍ,ނަބިއްޔާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަސަންގެފާނާއި ޙުސައިންގެފާނަށް ﷲގެ ޙަޟުރަތުން ރައްކާތެރިކަމަށް އެދިވަޑައިގަންނަވައެވެ. އަދި ވިދާޅުވެއެވެ. “ހަމަކަށަވަރުން ތިދެކުދިންގެ ބައްޕާފުޅު (އިބްރާޙިމްގެފާނު) އިސްމާޢީލްގެފާނަށާއި އިސްޙާގުގެފާނުގެ ރައްކާތެރިކަމަށް އެދިވަޑައިގެން މިބަސްފުޅުތައް ވިދާޅުވެއެވެ.” ކޮންމެ ޝައިޠާނެއްގެ ކިބައިންނާއި، ވިހަލާ ޖަނަވާރުގެ ކިބައިންނާއި އަދި ކޮންމެ އެސްފީނައަކުން މިދެކުދިން ރައްކާތެރި ކޮށްދެއްވުންއެދި ﷲ ތަޢާލާގެ ފުރިހަމަވެގެންވާ ކަލިމަފުޅުތަކުން އެދެމެވެ.,
جامع الترمذي,2079,حَدَّثَنَا رَجَاءُ بْنُ مُحَمَّدٍ الْعُذْرِيُّ الْبَصْرِيُّ، قَالَ: حَدَّثَنَا عَمْرُو بْنُ مُحَمَّدِ بْنِ أَبِي رَزِينٍ، قَالَ: حَدَّثَنَا شُعْبَةُ، عَنْ خَالِدٍ الْحَذَّاءِ، قَالَ: حَدَّثَنَا مَيْمُونٌ أَبُو عَبْدِ اللهِ قَالَ: سَمِعْتُ زَيْدَ بْنَ أَرْقَمَ قَالَ: أَمَرَنَا رَسُولُ اللهِ ﷺ أَنْ نَتَدَاوَى مِنْ ذَاتِ الْجَنْبِ بِالْقُسْطِ الْبَحْرِيِّ وَالزَّيْتِ.,ޒައިދު ބިން އަރްގަމު ރިވާ ކުރެއްވިއެވެ: ޕްލިއުރިސީއަށް ފަރުވާ ކުރުމުގައި ކަނޑު ގުސްޠާއި ތެޔޮ ބޭނުން ކުރަން ރަސޫލު ﷲ ﷺ ތިމަންމެންނަށް އަމުރު ކުރެއްވިއެވެ.,
