source,#,bodyAR,bodyDV,takhrij
سنن ابن ماجه,808,اللَّهمَّ إنِّي أعوذُ بكَ منَ الشَّيطانِ الرَّجيمِ وهَمزِهِ ونفخِهِ ونفثِهِ قالَ همزُهُ المَوتَةُ ونفثُهُ الشِّعرُ ونفخُهُ الكِبرُ,'މާތްﷲ ގެ ރަޙްމަތުން ބޭރު ކުރެވިގަންވާ ޝައިޠާނާގެ ނުބައި ކަމުން، މާތްﷲ ގެ ރައްކާތެރިކަމަށް އެދެމެވެ. އެ ޝައިޠާނާގެ ސަބަބުން ވާ މޮޔަކަމާއި، އޭގެ ބޮޑާކަމާއި، އޭގެ ނުބައި ކިޔެވެލިފަތި ތަކުންނެވެ.'',
سنن ابن ماجه,895,إنَّ يومَ الجمعةِ سيِّدُ الأيَّامِ ، وأعظمُها عندَ اللهِ ، وَهوَ أعظمُ عندَ اللهِ من يومِ الأضحى ويومِ الفطرِ ، فيهِ خمسُ خلالٍ : خلقَ اللَّهُ فيهِ آدمَ ، وأَهبطَ اللَّهُ فيهِ آدمَ إلى الأرضِ ، وفيهِ توفَّى اللَّهُ آدمَ ، وفيهِ ساعةٌ لاَ يسألُ اللَّهَ فيها العبدُ شيئًا إلاَّ أعطاهُ ، ما لم يسأل حرامًا ، وفيهِ تقومُ السَّاعةُ ، ما من ملَكٍ مقرَّبٍ ، ولاَ سماءٍ ، ولاَ أرضٍ ، ولاَ رياحٍ ، ولاَ جبالٍ ، ولاَ بحرٍ ، إلاَّ هنَّ يشفقنَ من يومِ الجمعة.,"އަބޫ ލުބާބާ ބިން ޢަބްދިލް މުންޛިރުގެ ކިބައިން ރިވާވެގެންވެއެވެ. ނަބިއްޔާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދިޘްކުރެއްވިއެވެ. ""ހަމަކަށަވަރުން ހުކުރު ދުވަހަކީ ދުވަސްތަކުގެ ސާހިބާއެވެ. (އެންމެ ޚާއްޞަ ދުވަހެވެ.) އަދި (ހަފްތާގެ ދުވަސްތަކުގެ ތެރެއިން) ﷲ ގެ ހަޒްރަތުގައި އެންމެ މަތިވެރި ދުވަހެވެ. އެއީ އެ އިލާހުގެ ހަޒްރަތުގައި އަޟްޙާ އީދު ދުވަހާއި ފިޠުރު އީދު ދުވަހަށްވުރެވެސް މަތިވެރި ދުވަހެކެވެ. އެދުވަހުގައި ފަސްކަމެއް ހިމެނިފައިވެއެވެ. އާދަމް ޢަލައިހިއްސަލާމް ހެއްދެވުނީ އެދުވަހުގައެވެ. އަދި އެކަލޭގެފާނު ބިމަށް ތިރިކުރެއްވުނީވެސް އެދުވަހުގައެވެ. އެކަލޭގެފާނު އަވަހާރަވީވެސް އެދުވަހުގައެވެ. އަޅާ، ﷲ ގެ ހަޒްރަތުގައި ޙަރާމްކަމަކަށް ފިޔަވާ ދެން އެހެން ކޮންމެ ކަމަކަށް އެދި ދެންނެވިނަމަވެސް އެކަމެއް ދެއްވާނެ ވަގުތުކޮޅެއް (ދުއާ އިޖާބަކުރައްވާ ވަގުތުކޮޅެއް) އެދުވަހުގައި ވެއެވެ. ގިޔާމަތްވާނީވެސް އެދުވަހުގައެވެ. އެދުވަހާ މެދުގައި ބިރުވެތިނުވާ، ކުއްތަންކުރެވިގެންވާ މަލާއިކަތެއް، އުޑެއް، ބިމެއް، ވައިރޯޅިއެއް، ފަރުބަދައެއް، އަދި ކަނޑެއްވެސް ނުވެއެވެ. (އެހެނީ ދުނިޔެ ގިޔާމަތްވަނީ ހުކުރު ދުވަހެއްގައިކަން އެތަކެއްޗަށް އެނގެއެވެ.)""",
سنن ابن ماجه,925,"أَنَّ النَّبِيَّ ـ صلى الله عليه وسلم ـ كَانَ يَقُولُ إِذَا صَلَّى الصُّبْحَ حِينَ يُسَلِّمُ ‏ ""‏ اللَّهُمَّ إِنِّي أَسْأَلُكَ عِلْمًا نَافِعًا، وَرِزْقًا طَيِّبًا، وَعَمَلاً مُتَقَبَّلاً ‏""‏ ‏.‏",އޭ ﷲ އެވެ. އިބަ އިލާހުގެ ހަޒްރަތުން މަންފާކުރަނިވި އިލްމަކާއި، ރަނގަޅު ހެޔޮ ރިޒްގަކާއި، ގަބޫލުވެވިގެންވާ އަމަލެއް ދެއްވުން އެދި މި އަޅާ ދަންނަވަމެވެ.,
سنن ابن ماجه,1337,"حَدَّثَنَا عَبْدُ اللَّهِ بْنُ أَحْمَدَ بْنِ بَشِيرِ بْنِ ذَكْوَانَ الدِّمَشْقِيُّ، حَدَّثَنَا الْوَلِيدُ بْنُ مُسْلِمٍ، حَدَّثَنَا أَبُو رَافِعٍ، عَنِ ابْنِ أَبِي مُلَيْكَةَ، عَنْ عَبْدِ الرَّحْمَنِ بْنِ السَّائِبِ، قَالَ قَدِمَ عَلَيْنَا سَعْدُ بْنُ أَبِي وَقَّاصٍ وَقَدْ كُفَّ بَصَرُهُ فَسَلَّمْتُ عَلَيْهِ فَقَالَ مَنْ أَنْتَ فَأَخْبَرْتُهُ . فَقَالَ مَرْحَبًا بِابْنِ أَخِي بَلَغَنِي أَنَّكَ حَسَنُ الصَّوْتِ بِالْقُرْآنِ سَمِعْتُ رَسُولَ اللَّهِ ـ صلى الله عليه وسلم ـ يَقُولُ "" إِنَّ هَذَا الْقُرْآنَ نَزَلَ بِحُزْنٍ فَإِذَا قَرَأْتُمُوهُ فَابْكُوا فَإِنْ لَمْ تَبْكُوا فَتَبَاكَوْا وَتَغَنَّوْا بِهِ فَمَنْ لَمْ يَتَغَنَّ بِهِ فَلَيْسَ مِنَّا "" .",ޢަބްދު ﷲ ބިން އަޙްމަދު ބިން ބަޝީރު ބިން ޛަކްވާން އައްދިމިޝްގީ އަހަރުމެންނަށް ކިޔައިދެއްވިއެވެ. އަލްވަލީދު ބިން މުސްލިމު އަހަރުމެންނަށް ކިޔައިދެއްވިއެވެ. އަބޫ ރާފިޢު އަހަރުމެންނަށް ކިޔައިދެއްވިއެވެ. އިބްނު އަބީ މުލައިކާގެ އަރިހުން، ޢަބްދުއްރަޙްމާން ބިން އައްސާއިބު ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ: ތިމަންމެންގެ ގާތަށް ސަޢުދު ބިން އަބީ ވައްގާޞް ވަޑައިގެންނެވިއެވެ. އަދި ހަމަކަށަވަރުން އެކަލޭގެފާނު ލޯފުޅު ވަނީ އަނދިރިވެފައެވެ. ފަހެ ތިމަންނަ އެކަލޭގެފާނަށް ސަލާން ދެއްނެވީމެވެ. ދެން އެކަލޭގެފާނު ވިދާޅުވިއެވެ: ތިޔައީ ކާކުތޯއެވެ؟ ދެން ތިމަންނަ އެކަލޭގެފާނަށް ޚަބަރު ދެއްވީމެވެ. ފަހެ އެކަލޭގެފާނު ވިދާޅުވިއެވެ: ތިމަންނަގެ އަޚާ ދަރިފުޅަށް މަރުހަބާއެވެ. ތިބާ ރިވެތި އަޑުން ގުރްއާން (ކިޔަވާކަމަށް) ތިމަންނައަށް (ޚަބަރު) ފޯރައިފިއެވެ. ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރައްވަނިކޮށް ތިމަން އަޑުއެހީމެވެ: ”ހަމަކަށަވަރުން މި ގުރްއާން ބާވައިލެއްވުނީ މޮޅިވެރިކަމާ އެކުގައެވެ. ފަހެ ތިޔަބައިމީހުން އެ ގުރްއާން ކިޔަވާ ހިނދު ރޯށެވެ. އަދި ތިޔަބައިމީހުން ނުރޯނަމަ، ފަހެ ރޯން އުޅޭކަން ދައްކުވާށެވެ. އަދި ތިޔަބައިމީހުން ރިވެތި އަޑަކުން އެ ގުރްއާން ކިޔަވާށެވެ. ފަހެ ރިވެތި އަޑަކުން އެ ގުރްއާން ނުކިޔަވައިފި މީހަކީ، ތިމަންމެންގެ ތެރެއިންވާ މީހެއް ނޫނެއެވެ.“,
سنن ابن ماجه,1406,"عَنْ جَابِرٍ، أَنَّ رَسُولَ اللَّهِ ـ صلى الله عليه وسلم ـ قَالَ ‏ ""‏ صَلاَةٌ فِي مَسْجِدِي أَفْضَلُ مِنْ أَلْفِ صَلاَةٍ فِيمَا سِوَاهُ. إِلاَّ الْمَسْجِدَ الْحَرَامَ. وَصَلاَةٌ فِي الْمَسْجِدِ الْحَرَامِ أَفْضَلُ مِنْ مِائَةِ أَلْفِ صَلاَةٍ فِيمَا سِوَاهُ ‏""‏ ‏.‏",ތިމަން ނަބިއްޔާގެ މިސްކިތުގައި ކުރާ ނަމާދެއް، އެހެން ތަންތާނގައި ކުރާ އެއްހާސް ނަމާދަށް ވުރެ ހެޔޮވެގެންވެއެވެ. މަސްޖިދުލް ޙަރާމް ފިޔަވައެވެ. އަދި މަސްޖިދުލް ޙަރާމުގައި ކުރާ ނަމާދެއް، އެހެން ތަންތާނގައި ކުރާ އެއް ލައްކަ ނަމާދަށް ވުރެ ހެޔޮވެގެންވެއެވެ.,صححه الألباني في صحيح ابن ماجه
سنن ابن ماجه,1412,حَدَّثَنَا هِشَامُ بْنُ عَمَّارٍ ، حَدَّثَنَا حَاتِمُ بْنُ إِسْمَاعِيلَ ، وَعِيسَى بْنُ يُونُسَ قَالَا : حَدَّثَنَا مُحَمَّدُ بْنُ سُلَيْمَانَ الْكَرْمَانِيُّ قَالَ : سَمِعْتُ أَبَا أُمَامَةَ بْنَ سَهْلِ بْنِ حُنَيْفٍ يَقُولُ : قَالَ سَهْلُ بْنُ حُنَيْفٍ : قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : مَنْ تَطَهَّرَ فِي بَيْتِهِ ثُمَّ أَتَى مَسْجِدَ قُبَاءَ فَصَلَّى فِيهِ صَلَاةً كَانَ لَهُ كَأَجْرِ عُمْرَةٍ .,"ސަހްލު ބިން ޙުނައިފު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ""އެ މީހެއްގެ ގެއިން ތާހިރުވެ (ވުޟޫ ކުރުމަށް) ފަހު ގުބާ މިސްކިތައް ގޮސް ނަމާދެއްކޮށްފި މީހާ، ފަހެ އެ މީހަކަށް ޢުމްރާއެއްގެ އަޖުރު ފަދަ އަޖުރެއް ލިބޭނެއެވެ.""",
سنن ابن ماجه,1637,قَالَ رَسُولُ اللَّهِ ﷺ: أَكْثِرُوا الصَّلاَةَ عَلَىَّ يَوْمَ الْجُمُعَةِ.,ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހުކުރު ދުވަހު ތިޔަބައިމީހުން ތިމަން ނަބިއްޔާގެ މައްޗަށް ސަލަވާތް ލެއްވުން ގިނަ ކުރާށެވެ.“,
سنن ابن ماجه,1642,إِذَا كَانَتْ أَوَّلُ لَيْلَةٍ مِنْ رَمَضَانَ صُفِّدَتِ الشَّيَاطِينُ وَمَرَدَةُ الْجِنِّ وَغُلِّقَتْ أَبْوَابُ النَّارِ فَلَمْ يُفْتَحْ مِنْهَا بَابٌ. وَفُتِحَتْ أَبْوَابُ الْجَنَّةِ فَلَمْ يُغْلَقْ مِنْهَا بَابٌ. وَنَادَى مُنَادٍ: يَا بَاغِيَ الْخَيْرِ أَقْبِلْ. وَيَا بَاغِيَ الشَّرِّ أَقْصِرْ. وَلِلَّهِ عُتَقَاءُ مِنَ النَّارِ. وَذَلِكَ فِي كُلِّ لَيْلَةٍ,ރަމަޟާން މަހުގެ ފުރަތަމަ ވިލޭރޭ އަތުވެއްޖެހިނދު ޝައިޠާނުންތަކާއި ޖިންނީންކުރެ މާރިދުންތައް ކަސްތަޅުއެޅުވޭނެތެވެ. އަދި ނަރަކައިގެ ދޮރުތައް ލެއްޕޭ ހުއްޓެވެ. އަދި އެއިން އެއްވެސް ދޮރެއް ނުހުޅުވޭ ހުއްޓެވެ. އަދި ސުވަރުގޭގެ ދޮރުކޮޅުތައް ހުޅުވޭ ހުއްޓެވެ. އަދި އެއިން އެއްވެސް ދޮރެއް ބަންދު ނުކުރެވޭ ހުއްޓެވެ. އަދި ގޮވާލާ މީހާކު ގޮވާލަތެވެ: އޭ ހެޔޮކަން އެދޭ މީހާއެވެ. ކުރިއަށް އަންނާށެވެ! އަދި އޭ ނުބައިކަން އެދޭ މީހާއެވެ. ހުއްޓާލާށެވެ! އަދި މާތް ﷲ ނަރަކައިން ސަލާމަތް ކުރައްވާ އަޅުންތަކެއް ވެއެވެ. އެއީ ކޮންމެ ރެއަކުމެއެވެ.,
سنن ابن ماجه,1698,"حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، حَدَّثَنَا مُحَمَّدُ بْنُ بِشْرٍ، عَنْ مُحَمَّدِ بْنِ عَمْرٍو، عَنْ أَبِي سَلَمَةَ، عَنْ أَبِي هُرَيْرَةَ، قَالَ: قَالَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ "" لاَ يَزَالُ النَّاسُ بِخَيْرٍ مَا عَجَّلُوا الْفِطْرَ. عَجِّلُوا الْفِطْرَ، فَإِنَّ الْيَهُودَ يُؤَخِّرُونَ "" .",އަބޫ ހުރައިރާގެ އަރިހުން ރިވާވެގެންވެއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”މީސްތަކުން ރޯދަ ވީއްލުން އަވަސް ކުރާހާ ހިނދަކު، ހެޔޮކަމުގެ މަތީގައި އެބައިމީހުން މެދުނުކެނޑި ދެމިތިބޭނެއެވެ. ތިޔަބައިމީހުން ރޯދަ ވީއްލުން އަވަސްކުރާށެވެ. އެހެނީ ހަކަމަށަވަރުން ޔަހޫދީން (އެ) ލަސްކުރެއެވެ.“,
سنن ابن ماجه,1738,"عَنْ أَبِي قَتَادَةَ، قَالَ: قَالَ رَسُولُ اللَّهِ ﷺ: ""صِيَامُ يَوْمِ عَاشُورَاءَ إِنِّي أَحْتَسِبُ عَلَى اللَّهِ أَنْ يُكَفِّرَ السَّنَةَ الَّتِي قَبْلَهُ.""",އަބޫ ގަތާދާ ވިދާޅުވިކަމަށް ރިވާވެގެންވެއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ﷲގެ ހަޒުރަތުން ތިމަން ނަބިއްޔާ އުއްމީދު ކުރައްވަނީ، ޢާޝޫރާ ދުވަހުގެ ރޯދައިން، އިސްވެ ދިޔަ އަހަރުގެ ފާފަތައް ފޮހެވިގެން ދާނޭކަމަށެވެ.,
سنن ابن ماجه,1753,إِنَّ لِلصَّائِمِ عِنْدَ فِطْرِهِ لَدَعْوَةً مَا تُرَدُّ,ހަމަކަށަވަރުން ރޯދަވެރިޔާއަށް އޭނާ ރޯދަވީއްލާ ހިނދު، އަނބުރާ ރައްދުނުކުރެވޭ (އިޖާބަކުރައްވާނެ) ދުޢާއެއް ވާކަން ކަށަވަރެވެ.,
سنن ابن ماجه,1765,الطَّاعِمُ الشَّاكرُ لَهُ مثلُ أجرِ الصَّائمِ الصَّابرِ,ކައިބޮއިއުޅޭ ޝުކުރުވެރިވާމީހާއަށް، ކެތްތެރި ރޯދަވެރިއަކަށް ލިބޭ އަޖުރު ލިބޭނެއެވެ.,
سنن ابن ماجه,1827,عَنِ ابْنِ عَبَّاسٍ، قَالَ فَرَضَ رَسُولُ اللَّهِ ـ صلى الله عليه وسلم ـ زَكَاةَ الْفِطْرِ طُهْرَةً لِلصَّائِمِ مِنَ اللَّغْوِ وَالرَّفَثِ وَطُعْمَةً لِلْمَسَاكِينِ فَمَنْ أَدَّاهَا قَبْلَ الصَّلاَةِ فَهِيَ زَكَاةٌ مَقْبُولَةٌ وَمَنْ أَدَّاهَا بَعْدَ الصَّلاَةِ فَهِيَ صَدَقَةٌ مِنَ الصَّدَقَاتِ,(ﷲ ރުއްސުންލެއްވި ) އިބްނު ޢައްބާސްގެފާނު ވިދާޅުވިއެވެ: ﷲގެ ރަސޫލާ ﷺ ފިޠުރު ޒަކާތް ފަރުޟުކުރެއްވިއެވެ. ރޯދަވެރިޔާއަށް (ދެކެވުނު) ބޭކާރު ވާހަކަތަކާއި ހަޑިބަސްތަކުން ތޯހިރު ކޮށްދޭ ދިނުމެއްގެ ގޮތުގައެވެ. އަދި މިސްކީނުންނަށް ކާނާއެއްގެ ގޮތުގައެވެ. ފަހެ (ޢީދު) ނަމާދުގެ ކުރިން (ޒަކާތް) އަދާކޮށްފި މީހާގެ ކިބައިން ޒާކާތުގެ ގޮތުގައި ޤާބޫލްކުރެއްވިގެންދެއެވެ. އަދި (ޢީދު) ނަމާދުގެ ފަހުން އަދާކޮށްފި މީހަކަށް އެއީ ޞަދަޤާތްތަކުގެ ތެރެއިން ޞަދަޤާތެކެވެ.,
سنن ابن ماجه,1839,إذا تزوَّجَ أحدُكمُ امرأةً أوِ اشتَرى خادِمًا فليقلِ اللَّهمَّ إنِّي أسألُكَ خيرَها وخيرَ ما جبلتَها عليهِ وأعوذُ بِكَ من شرِّها ومن شرِّ ما جبلتَها عليهِ وإذا اشترى بعيرًا فليأخذ بذروةِ سنامِهِ وليقل مثلَ ذلِكَ,ތިޔަބައިމީހުން ކުރެ މީހަކު ކައިވެންޏެއް ކޮށްފިނަމަ، ނުވަތަ ޚާދިމަކު ގަތްފިނަމަ، ފަހެ، އެއަންހެނާގެ ނިތްކުރީގަ ހިފައި، ” ބިސްމިﷲ ކިޔައި، ބަރަކާތްލެއްވުން އެދި ދުއާކުރާށެވެ. އަދި ކިޔާށެވެ. اللَّهُمَّ إِنِّي أَسْأَلُكَ خَيْرَهَا وَخَيْرَ مَا جَبَلْتَهَا عَلَيْهِ وَأَعُوذُ بِكَ مِنْ شَرِّهَا وَمِنْ شَرِّ مَا جَبَلْتَهَا عَلَيْهِ. އަދި އޭނާ ޖަމަލެއް ގަތްނަމަ، އޭގެ ބޮލުގައި ހިފައިވެސް ހަމައެފަދައިން ކިޔާށެވެ.,
سنن ابن ماجه,1847,""" لَمْ نَرَ لِلْمُتَحَابَّيْنِ مِثْلَ النِّكَاحِ "" .",އެކަކު އަނެކަކުދެކެ ލޯބިވާދެމީހަކަށް ކައިވެންޏާ އެއްފަދަ ކަމެއް ނުވެއެވެ.,
سنن ابن ماجه,1977,خيرُكم خيرُكم لأهلِه، وأنا خيرُكم لأهْلي .,ތިޔަބައިމީހުންގެ ތެރެއިން އެންމެ ހެޔޮވެގެންވާ މީހަކީ، ތިޔަބައިމީހުންގެ ތެރެއިން އެމީހެއްގެ އަހުލުންނަށް އެންމެ ހެޔޮ މީހާއެވެ. އަދި ތިޔަބައިމީހުންގެ ތެރެއިން އެމީހެއްގެ އަހުލުންނަށް އެންމެ ހެޔޮ މީހަކީ ތިމަންކަލޭގެފާނެވެ.,
سنن ابن ماجه,2043,حَدَّثَنَا إِبْرَاهِيمُ بْنُ مُحَمَّدِ بْنِ يُوسُفَ الْفِرْيَابِيُّ، حَدَّثَنَا أَيُّوبُ بْنُ سُوَيْدٍ، حَدَّثَنَا أَبُو بَكْرٍ الْهُذَلِيُّ، عَنْ شَهْرِ بْنِ حَوْشَبٍ، عَنْ أَبِي ذَرٍّ الْغِفَارِيِّ قَالَ: قَالَ رَسُولُ اللهِ ﷺ: إِنَّ اللهَ قَدْ تَجَاوَزَ عَنْ أُمَّتِي الْخَطَأَ وَالنِّسْيَانَ وَمَا اسْتُكْرِهُوا عَلَيْهِ.,އަބޫ ޛައްރު އަލްޣިފާރީ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިމަން ނަބިއްޔާގެ އުއްމަތުގެ މީހުންގެ ކިބައިން (ގަސްދަކާ ނުލައި އޮޅުމަކުން) ކުރެވޭ ކުށްތަކާއި، ހަނދާން ނެތުމާ، އަދި ނުރުހޭ ހާލު (މަޖުބޫރު ކުރުވައިގެން) ކުރެވޭ ކަންތައް، ﷲ ވަނީ ޢަފޫ ކޮށްދެއްވާފައެވެ.“,
سنن ابن ماجه,2043,حَدَّثَنَا إِبْرَاهِيمُ بْنُ مُحَمَّدِ بْنِ يُوسُفَ الْفِرْيَابِيُّ، حَدَّثَنَا أَيُّوبُ بْنُ سُوَيْدٍ، حَدَّثَنَا أَبُو بَكْرٍ الْهُذَلِيُّ، عَنْ شَهْرِ بْنِ حَوْشَبٍ، عَنْ أَبِي ذَرٍّ الْغِفَارِيِّ قَالَ: قَالَ رَسُولُ اللهِ ﷺ: إِنَّ اللهَ قَدْ تَجَاوَزَ عَنْ أُمَّتِي الْخَطَأَ وَالنِّسْيَانَ وَمَا اسْتُكْرِهُوا عَلَيْهِ.,އަބޫ ޛައްރު އަލްޣިފާރީ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން ތިމަން ނަބިއްޔާގެ އުއްމަތުގެ މީހުންގެ ކިބައިން (ގަސްދަކާ ނުލައި އޮޅުމަކުން) ކުރެވޭ ކުށްތަކާއި، ހަނދާން ނެތުމާ، އަދި ނުރުހޭ ހާލު (މަޖުބޫރު ކުރުވައިގެން) ކުރެވޭ ކަންތައް، ﷲ ވަނީ ޢަފޫ ކޮށްދެއްވާފައެވެ.“,
سنن ابن ماجه,2123,من كانَ لَه سَعةٌ ولم يضحِّ فلا يقربنَّ مصلَّانا,ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތަނަވަސްކަން ހުރެ އުޟްހިޔާ ކަތިނުލާ މީހަކު، ފަހެ ތިމަންމެންގެ (އީދު) ނަމާދު ކުރާ ތަނާ ކައިރި ނުވާހުއްޓެވެ.“,
سنن ابن ماجه,2133,"""أَنَّ امْرَأَةً أَتَتْ رَسُولَ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ، فَقَالَتْ: إِنَّ أُمِّي تُوُفِّيَتْ وَعَلَيْهَا نَذْرُ صِيَامٍ، فَتُوُفِّيَتْ قَبْلَ أَنْ تَقْضِيَهُ، فَقَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ: «لِيَصُمْ عَنْهَا الْوَلِيُّ»""","""ހަމަކަށަވަރުން އަންހެނަކު ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ އަރިހަށް އައިސް ސުވާލުކުރެއްވިއެވެ. އަހަރެންގެ މަންމަ ރޯދަހިފަން ނަދުރު ބުނެފައިވާ ރޯދަތަކެއް ނުހިފެނީސް މަރުވެއްޖެއެވެ. ފަހެ، ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘްކުރެއްވިއެވެ. ""އޭނާގެ ފަރާތުން އޭނާގެ ވަލީވެރިޔާ ރޯދަ ހިފާހުށިކަމެވެ.""",
سنن ابن ماجه,2341,حَدَّثَنَا مُحَمَّدُ بْنُ يَحْيَى، حَدَّثَنَا عَبْدُ الرَّزَّاقِ، أَخْبَرَنَا مَعْمَرٌ، عَنْ جَابِرٍ الْجُعْفِيِّ، عَنْ عِكْرِمَةَ، عَنِ ابْنِ عَبَّاسٍ، قَالَ: قَالَ رَسُولُ اللهِ ﷺ: لَا ضَرَرَ وَلَا ضِرَارَ.,އިބްނު ޢައްބާސް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ގެއްލުން ދިނުމެއް އޮވެގެނެއް ނުވާނެއެވެ. އަދި (މީހަކު ގެއްލުމެއް ދިނުމުން، ނުޙައްގުން) ބަދަލުގައި ގެއްލުން ދިނުމެއް ވެސް އޮވެގެނެއް ނުވާނެއެވެ.“ (ނޯޓު: އަދި މީގެ ތެރޭގައި މި ކަންތައް ވެސް ހިމެނޭނެއެވެ: ގެއްލުން ދިނުމެއް ވެސް އަދި ގެއްލުން ލިބިގަތުމެއް ވެސް ނެތެވެ. އަދި ގަސްދެއް ނެތި އަދި ގަސްދަކާލައިގެން ވިޔަސް ގެއްލުން ދިނުމެއް ނެތެވެ. އަދި އަމިއްލަ ނަފްސަށް ވިޔަސް އަދި އެހެން މީހަކަށް ވިޔަސް ގެއްލުން ދިނުމެއް ނެތެވެ.),
سنن ابن ماجه,2341,حَدَّثَنَا مُحَمَّدُ بْنُ يَحْيَى، حَدَّثَنَا عَبْدُ الرَّزَّاقِ، أَخْبَرَنَا مَعْمَرٌ، عَنْ جَابِرٍ الْجُعْفِيِّ، عَنْ عِكْرِمَةَ، عَنِ ابْنِ عَبَّاسٍ، قَالَ: قَالَ رَسُولُ اللهِ ﷺ: لَا ضَرَرَ وَلَا ضِرَارَ.,އިބްނު ޢައްބާސް ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ގެއްލުން ދިނުމެއް އޮވެގެނެއް ނުވާނެއެވެ. އަދި (މީހަކު ގެއްލުމެއް ދިނުމުން، ނުޙައްގުން) ބަދަލުގައި ގެއްލުން ދިނުމެއް ވެސް އޮވެގެނެއް ނުވާނެއެވެ.“ (ނޯޓު: އަދި މީގެ ތެރޭގައި މި ކަންތައް ވެސް ހިމެނޭނެއެވެ: ގެއްލުން ދިނުމެއް ވެސް އަދި ގެއްލުން ލިބިގަތުމެއް ވެސް ނެތެވެ. އަދި ގަސްދެއް ނެތި އަދި ގަސްދަކާލައިގެން ވިޔަސް ގެއްލުން ދިނުމެއް ނެތެވެ. އަދި އަމިއްލަ ނަފްސަށް ވިޔަސް އަދި އެހެން މީހަކަށް ވިޔަސް ގެއްލުން ދިނުމެއް ނެތެވެ.),
سنن ابن ماجه,2626,"""مَنْ قَتَلَ عَمْدًا، دُفِعَ إِلَى أَوْلِيَاءِ الْقَتِيلِ، فَإِنْ شَاءُوا قَتَلُوا، وَإِنْ شَاءُوا أَخَذُوا الدِّيَةَ، وَذَلِكَ ثَلَاثُونَ حِقَّةً وَثَلَاثُونَ جَذَعَةً وَأَرْبَعُونَ خَلِفَةً، وَذَلِكَ عَقْلُ الْعَمْدِ، وَمَا صُولِحُوا عَلَيْهِ، فَهُوَ لَهُمْ، وَذَلِكَ تَشْدِيدُ الْعَقْلِ""","""ގަޞްދުގައި މީހަކު މަރައިފިމީހާ، މަރާލުމަށް މަގްތޫލު އަހުރުވެރިންނާއި ޙަވާލު ކުރެވޭނެއެވެ. ފަހެ އެބައި މީހުން ބޭނުންނަމަ (މަރަށް މަރުހިފައި) ގާތިލު މަރާލެވިފާނެއެވެ. އަދި އެދޭކަމުގައިވާނަމަ އެބައިމީހުންނަށް މެރުމުގެ ބަދަލުގައި މަރުގެ ދިޔަ އަތުލެވިދެއެވެ. މަރުގެ ދިޔައަކީ ތިންއަހަރު ފުރި ހަތަރު އަހަރަށްދާ 30 ޖަމަލާއި ހަތަރުއަހަރު ފުރި ފަސްއަހަރަށްދާ 30 ޖަމަލާއި އަދި މާބަޑު ޖަމަލުގެ ތެރެއިން 40 ޖަމަލެވެ. އަދި އެބައިމީހުން އެކަމެއްގެ މަތީގައި ޞުލްޙަވިކަމެއް އެބައިމީހުންނަށްޓަކައިވެއެވެ. އަދި މިގޮތަށް (ތިންވައްތަރެއްގެ ޖަމަލުން) ދިޔަދިނުން ކަނޑައަޅާފައިވަނީ މިކަންބުރަކުރުމުގެ ގޮތުންނެވެ.""",
سنن ابن ماجه,2828,نَهَى رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَنْ الْكَيِّ,ކަވާޖެހުން (ދޮންދަގަނޑުން ފަރުވާކުރުން) رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ ނަހީކުރެއްވިއެވެ. …”,
