bodyAR,bodyDV
«مَا مِنْ صَاحِبِ ذَهَبٍ أَوْ فِضَّةٍ لَا يُؤَدِّي زَكَاتَهَا إِلَّا إِذَا كَانَ يَوْمُ القِيَامَةِ صُفِّحَتْ لَهُ صَفَائِحُ مِنْ نَارٍ»[5].,"""""ރަނާއި ރިހީގެ ވެރިޔަކު އޭގެ ޒަކާތް އަދާނުކޮށް ވާނަމަ؛ ޤިޔާމަތްދުވަހު އެތަކެތި އަލިފާނުންވާ ޝީޓުތަކެއްގެ ގޮތުގައި (އޭނާއަށްޓަކައި) ހެދޭ ޙާލު މެނުވީ ނުވެއެވެ.""[5]."
إلى آخر الحديث المتقدم.,އެހެން ގޮސް ކުރިން ބަޔާންވެދިޔަ ޙަދީޘް ނިމެންދެނެވެ.
[5] أخرجه مسلم، برقم (987).,[5] މި ޙަދީޘް ނެރުއްވީ މުސްލިމް، ނަމްބަރު (987) ގައެވެ.
ولما ثبت عن النبي ﷺ أنه رأى بيد امرأة سوارين من ذهب فقال:,އަދި ނަބީ ﷺ އަށް އަންހެނެއްގެ އަތުގައި ރަނުގެ ދެ އުޅާ ފެނިވަޑައިގެން ޙަދީޘްކުރެއްވިކަމަށް ޘާބިތުވެފައިވާ ކަމަށްޓަކައެވެ:
«أَتُعْطِينَ زَكَاةَ هَذَا؟». قَالَتْ: لَا. قَالَ: «أَيَسُرُّكِ أَنْ يُسَوِّرَكِ اللهُ بِهِمَا يَوْمَ القِيَامَةِ سِوَارَيْنِ مِنْ نَارٍ!». فَأَلْقَتْهُمَا، وَقَالَتْ: «هُمَا لِلَّهِ وَلِرَسُولِهِ»[6].,"""""ކަނބުލޭގެ މި ތަކެތީގެ ޒަކާތް ދެމުހެއްޔެވެ؟"" އެކަމަނާ ދެންނެވިއެވެ: ""ނޫނެކެވެ."" އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ: ""ޤިޔާމަތްދުވަހު ﷲ، މި އިން އަލިފާނުގެ ދެ އުޅާ ކަނބުލޭގެއަށް އެޅުއްވުމުން އެކަމާ ހިތްހަމަޖެހޭނެ ހެއްޔެވެ!"" ދެން އެކަމަނާ އެ ދޭތި އެއްލާލައްވައިފައި ދެންނެވިއެވެ: ""އެ ދޭތި ވަނީ ﷲ އަށާއި، އެއިލާހު ރަސޫލުއަށެވެ.""[6]."
[6] أخرجه أبو داود، برقم (1563)، والنسائي، برقم (2270) بسند حسن.,[6] މި ޙަދީޘް ނެރުއްވީ އަބޫ ދާވޫދު، ނަމްބަރު (1563) ގައެވެ. އަދި އައް-ނަސާއީ، ނަމްްބަރު (2270) ގައި ޙަސަން ސަނަދަކުންނެވެ.
وثبت عن أم سلمة رضي الله عنها أنها كانت تلبس أوضاحًا من ذهب فقالت يا رسول الله: أكنز هو؟ فقال:,"އުއްމު ސަލަމާ رضي الله عنها ގެ އަރިހުން ޘާބިތުވެފައިވެއެވެ. އެކަމަނާ ރަނުގެ ގަހަނާތަކެއް ތުރުކުރައްވަމުން ގެންދެވިއެވެ. ދެން އެކަމަނާ ދެންނެވިއެވެ: ""އޭ ﷲ ގެ ރަސޫލެވެ. މިއީ ކަންޒެއްތޯއެވެ؟"" ދެން އެކަލޭގެފާނު ޙަދީޘްކުރެއްވިއެވެ:"
«مَا بَلَغَ أَنْ يُزَكَّى فَزُكِّيَ فَلَيْسَ بِكَنْزٍ»[7],"""ޒަކާތްދޭންޖެހޭ މިންވަރަށް ފޯރައި، އެ އިން ޒަކާތްދެވިފައިވާ މުދަލަކީ، ކަންޒެއް ނޫނެވެ.""[7]"
مع أحاديث أخرى في هذا المعنى.,މި މާނައިގައިވާ އެހެނިހެން ޙަދީޘްތަކާ އެކުގައެވެ.
[7] أخرجه أبو داود، برقم (1564).,[7] މި ޙަދީޘް ނެރުއްވީ އަބޫ ދާވޫދު، ނަމްބަރު (1564) ގައެވެ.
أما العروض وهي السلع المعدة للبيع فإنها تقوم في آخر العام ويخرج ربع عشر قيمتها، سواء كانت قيمتها مثل ثمنها أو أكثر أو أقل؛ لحديث سمرة رضي الله عنه قال:,ދެންފަހެ ވިއްކުމަށް ތައްޔާރުކޮށްފައިވާ މުދާ ކަމުގައިވާ ވިޔަފާރި މުދާތަކަށް ބަލާއިރު: އަހަރު ނިމޭހިނދު އޭގެ އަގުކޮށް، އޭގެ އަގުގެ ދިހަބައިކުޅަ އެއްބައިގެ ހަތަރުބައިކުޅަ އެއްބައި (އެބަހީ: ސާޅީސްބައިކުޅަ އެއްބައި) ނެރޭހުއްޓެވެ. އެއީ އޭގެ އަގު، އެގަތް އަގާ އެއްވަރުވިޔަސް، ނުވަތަ އެއަށްވުރެ އިތުރުވިޔަސް، ނުވަތަ މަދުވިޔަސްމެއެވެ. އެއީ ސަމުރާ رضي الله عنه ގެ ޙަދީޘަށްޓަކައެވެ. ވިދާޅުވިއެވެ:
«كَانَ رَسُولُ اللهِ ﷺ يَأْمُرُنَا أَنْ نُخْرِجَ الصَّدَقَةَ مِنَ الَّذِي نُعِدُّهُ لِلْبَيْعِ»[8].,"""އަހަރުމެން ވިއްކުމަށް ތައްޔާރުކުރާ މުދަލުން ޞަދަޤާތް ނެރުމަށް އަހަރުމެންނަށް ﷲ ގެ ރަސޫލު ﷺ އަމުރުކުރައްވައެވެ.""[8]."
[8] أخرجه أبو داود، برقم (1562).,[8] މި ޙަދީޘް ނެރުއްވީ އަބޫ ދާވޫދު، ނަމްބަރު (1562) ގައެވެ.
ويدخل في ذلك الأراضي المعدة للبيع، والعمارات، والسيارات، والمكائن الرافعة للماء، وغير ذلك من أصناف السلع المعدة للبيع.,އަދި އޭގެ ތެރެއަށް، ވިއްކުމަށް ތައްޔާރުކުރެވިފައިވާ ބިންތަކާއި، ޢިމާރާތްތަކާއި، ކާރުތަކާއި، ފެން ޕަންޕުތަކާއި، އެނޫންވެސް ވިއްކުމަށް ތައްޔާރުކުރެވިފައިވާ މުދަލުގެ ބާވަތްތައް ވަދެއެވެ.
أما العمارات المعدة للإيجار لا للبيع فالزكاة في أجورها إذا حال عليها الحول، أما ذاتها فليس فيها زكاة؛ لكونها لم تعد للبيع، وهكذا السيارات الخصوصية والأجرة ليس فيها زكاة إذا كانت لم تعد للبيع، وإنما اشتراها صاحبها للاستعمال.,ދެންފަހެ ނުވިއްކާ އެކަމު ކުއްޔަށް ދިނުމަށް ތައްޔާރުކޮށްފައިވާ އިމާރާތްތަކަށް ބަލާއިރު، އޭގައި ޒަކާތް ވާޖިބުވަނީ އެއިން ލިބޭ ކުލީގައެވެ. އެއީ އެ ފައިސާއަށް އަހަރު ފުރުމުންނެވެ. އެހެނަސް އެ ޢިމާރާތްތަކުގެ ޒާތުގައި ޒަކާތެއް ނުވެއެވެ. އެއީ ވިއްކުމަށް ތައްޔާރުކުރެވިފައި ނުވާތީއެވެ. ހަމައެފަދައިން، އަމިއްލަ ބޭނުމުގެ ޕުރައިވެޓު ކާރުތަކާއި ކުލީ (ޓެކްސީ) ކާރުތަކުގައިވެސް، އެތަކެތި ވިއްކުމަށް ތައްޔާރުކޮށްފައި ނުވާނަމަ، އަދި އޭގެ ވެރިޔާ އެތަކެތި ގަތީ ހަމައެކަނި ބޭނުންކުރުމަށް ކަމުގައިވާނަމަ ޒަކާތެއް ނުވެއެވެ.
وإذا اجتمع لصاحب سيارة الأجرة أو غيره نقود تبلغ النصاب فعليه زكاتها إذا حال عليها الحول، سواء كان أعدها للنفقة، أو للتزوج، أو لشراء عقار، أو لقضاء دين، أو غير ذلك من المقاصد؛ لعموم الأدلة الشرعية الدالة على وجوب الزكاة في مثل هذا.,ކުލީ ކާރުގެ ވެރިމީހާ ނުވަތަ އެނޫން މީހެއްގެ އަތުގައިވެސް ނިޞާބަށް ފޯރާވަރުގެ ފައިސާ ޖަމާވެއްޖެނަމަ، ދެންފަހެ އެއަށް އަހަރު ފުރިއްޖެނަމަ އޭގެ ޒަކާތް ދިނުން އޭނާގެ މައްޗަށް ވާޖިބުވެގެންވެއެވެ. އެ ފައިސާ އޭނާ ރައްކާކޮށްފައިވަނީ ޚަރަދުކުރުމަށް، ނުވަތަ ކައިވެނިކުރުމަށް، ނުވަތަ ގެދޮރު ގަތުމަށް، ނުވަތަ ދަރަންޏެއް އަދާކުރުމަށް، ނުވަތަ އެނޫން މަޤްޞަދަކަށް ކަމުގައިވިޔަސްމެއެވެ. އެއީ މިފަދަ ކަންކަމުގައި ޒަކާތް ވާޖިބުވާކަމަށް ދަލީލުކުރާ ޝަރުޢީ ދަލީލުތަކުގެ ޢާއްމުކަމަށްޓަކައެވެ:
والصحيح من أقوال العلماء أن الدَّيْنَ لا يمنع الزكاة لما تقدم.,އަދި ޢިލްމުވެރިންގެ ޤަޥްލުތަކުގެ ތެރެއިން ޞައްޙަ ޤަޥްލަކީ: ދަރަންޏަކީ ޒަކާތް މަނައުކުރާ ކަމެއް ނޫންކަމެވެ. އެއީ އިސްވެދިޔަ ކަންކަމަށްޓަކައެވެ.
وهكذا أموال اليتامى والمجانين تجب فيها الزكاة عند جمهور العلماء إذا بلغت النصاب وحال عليها الحول، ويجب على أوليائهم إخراجها بالنية عنهم عند تمام الحول؛ لعموم الأدلة، مثل قول النبي ﷺ في حديث معاذ رضي الله عنه لما بعثه إلى أهل اليمن:,ހަމައެފަދައިން، ޔަތީމުންނާއި މޮޔައިންގެ މުދާތަކުގައިވެސް ނިޞާބަށް ފޯރައި، އޭގެ މައްޗަށް އަހަރު ފުރިއްޖެނަމަ، ޖުމްހޫރު ޢިލްމުވެރިންގެ އަރިހުގައި އޭގައި ޒަކާތް ވާޖިބުވެގެންވެއެވެ. އަދި އަހަރު ފުރުމުން އެމީހުންގެ ފަރާތުން ނިޔަތްގަނެގެން އެ ޒަކާތް ނެރުން އެމީހުންގެ ވަލީވެރިންގެ މައްޗަށް ވާޖިބުވެގެންވެއެވެ. އެއީ ދަލީލުތައް ޢާއްމުކޮށްވުމުންނެވެ. މިސާލަކަށް، ނަބީ ﷺ، މުޢާޛު رضي الله عنه ޔަމަނުގެ އަހުލުވެރިންގެ ގާތަށް ފޮނުއްވެވި ހިނދު ޙަދީޘްކުރެއްވި ބަސްފުޅެވެ:
«إِنَّ اللَّهَ افْتَرَضَ عَلَيْهِمْ صَدَقَةً فِي أَمْوَالِهِمْ تُؤْخَذُ مِنْ أَغْنِيَائِهِمْ، وَتُرَدُّ فِي فُقَرَائِهِمْ»[9].,«ހަމަކަށަވަރުން ﷲ ވަނީ އެބައިމީހުންގެ މުދަލުގައި ޞަދަޤާތެއް ފަރުޟުކުރައްވާފައެވެ. އެބައިމީހުންގެ މުއްސަނދިންގެ އަތުން އެ ނެގި، އެބައިމީހުންގެ ފަޤީރުންނަށް އެ ރައްދުކުރެވޭނެއެވެ.»[9].
[9] أخرجه البخاري، برقم (1395)، ومسلم، برقم (19).,[9] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 1395 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 19 ގައެވެ.
والزكاة حق الله لا تجوز المحاباة بها لمن لا يستحقها، ولا أن يجلب الإنسان بها لنفسه نفعًا أو يدفع ضرًا، ولا أن يقي بها ماله أو يدفع بها عنه مذمة، بل يجب على المسلم صرف زكاته لمستحقيها لكونهم من أهلها، لا لغرض آخر، مع طيب النفس بها، والإخلاص لله في ذلك؛ حتى تبرأ ذمته، ويستحق جزيل المثوبة والخلف.,އަދި ޒަކާތަކީ ﷲ ގެ ޙައްޤެކެވެ. އެއަށް ޙައްޤުނުވާ ފަރާތަކަށް، ކަންފަސޭހަކޮށްލާފައި ދިނުމާއި، އަދި އެއިން އަމިއްލަ ނަފުސަށް މަންފާއެއް ހޯދުން ނުވަތަ ގެއްލުމެއް ދުރުކުރުން، ނުވަތަ އެއިން އޭނާގެ މުދާ ރައްކާތެރިކުރުން، ނުވަތަ އޭނާއަށް އަމާޒުވެދާނޭ މަލާމާތެއް އެއިން ދުރުކުރުން ހުއްދަވެގެން ނުވެއެވެ. އަދި ކިއެއްތަ، މުސްލިމާގެ މައްޗަށް ވާޖިބުވެގެންވަނީ، އެހެން އެއްވެސް މަޤްޞަދަކަށްޓަކައި ނޫން، ހަމައެކަނި އެމީހުންނަކީ ޒަކާތުގެ އަހުލުވެރިން ކަމުގައިވާތީ، ހިތްހެޔޮކަމާއި އެކަމުގައި ﷲ އަށް އިޚްލާޞްތެރިވުމާއެކު، އޭނާގެ ޒަކާތުގެ ޙައްޤުވެރިންނަށް ދިނުމެވެ. އެއީ އޭނާގެ ޒިއްމާ ބަރީއަވެ، އަދި ބޮޑުވެގެންވާ ޘަވާބާއި (ﷲ ގެ ޙަޟްރަތުން) ބަދަލު ދެއްވުން އޭނާއަށް ޙައްޤުވުމަށްޓަކައެވެ.
وقد أوضح الله سبحانه في كتابه الكريم أصناف أهل الزكاة، قال تعالى:,އަދި ﷲ ސުބްޙާނަހޫ ވަތަޢާލާވަނީ، އެއިލާހުގެ ކީރިތި ފޮތުގައި ޒަކާތުގެ ބެހެނިވެރިން ބަޔާންކޮށްދެއްވާ ހާމަކުރައްވާފައެވެ. އެއިލާހު ވަޙީކުރައްވާފައިވެއެވެ:
﴿إِنَّمَا ٱلصَّدَقَٰتُ لِلۡفُقَرَآءِ وَٱلۡمَسَٰكِينِ وَٱلۡعَٰمِلِينَ عَلَيۡهَا وَٱلۡمُؤَلَّفَةِ قُلُوبُهُمۡ وَفِي ٱلرِّقَابِ وَٱلۡغَٰرِمِينَ وَفِي سَبِيلِ ٱللَّهِ وَٱبۡنِ ٱلسَّبِيلِۖ فَرِيضَةٗ مِّنَ ٱللَّهِۗ وَٱللَّهُ عَلِيمٌ حَكِيمٞ60﴾,"﴿إِنَّمَا ٱلصَّدَقَٰتُ لِلۡفُقَرَآءِ وَٱلۡمَسَٰكِينِ وَٱلۡعَٰمِلِينَ عَلَيۡهَا وَٱلۡمُؤَلَّفَةِ قُلُوبُهُمۡ وَفِي ٱلرِّقَابِ وَٱلۡغَٰرِمِينَ وَفِي سَبِيلِ ٱللَّهِ وَٱبۡنِ ٱلسَّبِيلِۖ فَرِيضَةٗ مِّنَ ٱللَّهِۗ وَٱللَّهُ عَلِيمٌ حَكِيمٞ﴾
 މާނައީ: ""ހަމަކަށަވަރުން ޞަދަޤާތްތައް (އެބަހީ: ޒަކާތް) ވަނީ، ފަޤީރުންނަށާއި، މިސްކީނުންނަށާއި، އެ ޞަދަޤާތްތަކުގެ ކަންތައްތަކުގައި އުޅޭ ޢާމިލުންނަށާއި، ހިތްތައް އެކުވެރިކުރެވޭ (އިސްލާމްދީނަށް ހިތްޖެއްސޭ) މީހުންނަށާއި، އަޅުން މިނިވަންކުރުމަށާއި، ދަރަނިވެރިންނަށާއި، ﷲގެ މަގުގައާއި، (ޙާލުގައި ޖެހިފައިވާ) ދަތުރުވެރިންނަށެވެ. (މިބަޔާންވެގެންދިޔައީ) ﷲ ގެ ޙަޟްރަތުން ފަރުޟެއްގެ ގޮތުގައެވެ. އަދި ﷲ އީ، މޮޅަށް ދެނެވޮޑިގެންވާ، ޙިކްމަތްވަންތަ އިލާހެވެ."""
[التوبة: 60].,[އައް-ތައުބާ: 60].
وفي ختم هذه الآية الكريمة بهذين الاسمين العظيمين تنبيه من الله سبحانه لعباده على أنه سبحانه هو العليم بأحوال عباده: من يستحق منهم للصدقة ومن لا يستحق، وهو الحكيم في شرعه وقدره فلا يضع الأشياء إلا في مواضعها اللائقة بها وإن خفي على بعض الناس بعض أسرار حكمته؛ ليطمئن العباد لشرعه ويسلموا لحكمه.,މި މާތް އާޔަތް، މަތިވެރިވެގެންވާ މި ދެ އިސްމުފުޅުން ނިންމަވާލެއްވުމުގައި، ﷲ ސުބްޙާނަހޫގެ ޙަޟްރަތުން އެއިލާހުގެ އަޅުތަކުންނަށް އިރުޝާދެއްވެއެވެ. އެއީ ހަމަކަށަވަރުން އެއިލާހު ސުބްޙާނަހޫއީ އެއިލާހު އަޅުތަކުންގެ ޙާލަތްތައް ދެނެވޮޑިގެންވާ އިލާހުކަމެވެ. އެބައިމީހުންގެ ތެރެއިން ޞަދަޤާތް ޙައްޤުވަނީ ކާކަށްކަމާއި، އަދި ޙައްޤުނުވަނީ ކާކަށްކަން އެއިލާހު ދެނެވޮޑިގެންވެއެވެ. އަދި އެއިލާހުއީ އެއިލާހުގެ ޝަރީޢަތާއި ޤަދަރުގެ މިންވަރުފުޅުގައިވެސް ޙިކުމަތްވަންތަ އިލާހެވެ. އެގޮތުން އެއިލާހު ޙިކުމަތުގެ ބައެއް ސިއްރުތައް ބައެއް މީހުންނަށް ވަންހަނާވެފައިވީ ނަމަވެސް، އެއިލާހު އެއްވެސް އެއްޗެއް އެއާ އެންމެ އެކަށީގެންވާ ތަނެއްގައި މެނުވީ ނުލައްވައެވެ. އެއީ އަޅުތަކުން އެއިލާހުގެ ޝަރީޢަތަށް ހިތްހަމަޖެހި، އެއިލާހުގެ ޙުކުމްފުޅަށް ބޯލަނބައި ކިޔަމަންވުމަށްޓަކައެވެ.
والله المسئول أن يوفقنا والمسلمين للفقه في دينه، والصدق في معاملته، والمسابقة إلى ما يرضيه، والعافية من موجبات غضبه، إنه سميع قريب!,އަހަރުމެންނާއި މުސްލިމުންނަށް އެއިލާހު ދީނުގައި ފިޤުހުވެރިވުމަށާއި، އެއިލާހުއާ މުޢާމަލާތްކުރުމުގައި ތެދުވެރިވުމަށާއި، އެއިލާހު ރުއްސަވާވޮޑިގަންނަވާ ކަންކަމަށް އަވަސްވެގަތުމުގެ ތައުފީޤު ދެއްވާ، އަދި އެއިލާހު ކޯފާ ލިބެނިވި ކަންކަމުން ޢާފިޔަތު ދެއްވުމަށް އެދި ދަންނަވަނީ ﷲ ގެ ޙަޟްރަތުންނެވެ. ހަމަކަށަވަރުން އެއިލާހުއީ މޮޅަށް އައްސަވާވޮޑިގެންވާ، ކުއްތަންވެވޮޑިގެންވާ އިލާހެވެ.
وصلى الله وسلم على عبده ورسوله محمد وآله وصحبه.,"ﷲ، އެއިލާހުގެ އަޅާ އަދި ރަސޫލު މުޙައްމަދުގެފާނަށާއި، އެކަލޭގެފާނުގެ އާލުންނާއި އަޞްޙާބުންނަށް ޞަލަވާތާއި ސަލާމް ލައްވާށިއެވެ.
 وصلى الله وسلم على عبده ورسوله محمد وآله وصحبه."
الرئيس العام لإدارات البحوث العلمية,ޢިލްމީ ބަޙުޘްތަކާބެހޭ އިދާރާތަކުގެ ޢާއްމު ރައީސް
والإفتاء والدعوة والإرشاد,އަދި ފަތުވާ ދިނުމާއި ދަޢުވަތު ދިނުމާއި އިރުޝާދު ދިނުމުގެވެސް ޢާއްމު ރައީސް
سماحة الشيخ: عبد العزيز بن عبد الله ابن باز,ސަމާޙަތުއް-ޝައިޚު: ޢަބްދުލް-ޢަޒީޒު ބްނު ޢަބްދު ﷲ ބްނު ބާޒު
[1] أخرجه الترمذي، برقم (682)، وابن ماجه، برقم (1642).,[1] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު 682 ގައި، އަދި އިބްނު މާޖާ، ނަމްބަރު 1642 ގައެވެ.
[2] أخرجه الطبراني في مسنده، برقم (2238).,[2] މި ޙަދީޘް ނެރުއްވީ އައް-ޠަބަރާނީ އެކަލޭގެފާނުގެ މުސްނަދުގައި، ނަމްބަރު (2238) ގައެވެ.
[3] أخرجه البخاري، برقم (2014)، ومسلم، برقم (760).,[3] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 2014 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 760 ގައެވެ.
[4] أخرجه ابن ماجه، برقم (1638).,[4] މި ޙަދީޘް ނެރުއްވީ އިބްނު މާޖާ، ނަމްބަރު (1638) ގައެވެ.
[5] أخرجه الترمذي، برقم (2621)، وابن ماجه، برقم (1079).,[5] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު 2621 ގައެވެ. އަދި އިބްނު މާޖާ، ނަމްބަރު 1079 ގައެވެ.
[6] أخرجه البخاري، برقم (8)، ومسلم، برقم (16).,[6] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 8 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 16 ގައެވެ.
[7] أخرجه البخاري، برقم (1904)، والنسائي، برقم (2537).,[7] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 1904 ގައެވެ. އަދި އައް-ނަސާއީ، ނަމްބަރު 2537 ގައެވެ.
[8] أخرجه البخاري، برقم (1804)، وأبي داود، برقم (2362).,[8] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 1804 ގައެވެ. އަދި އަބޫ ދާވޫދު، ނަމްބަރު 2362 ގައެވެ.
[9] أخرجه البخاري، برقم (2014)، ومسلم، برقم (760).,[9] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 2014 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 760 ގައެވެ.
[10] أخرجه الترمذي، برقم (720)، وابن ماجه، برقم (1676).,[10] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު 720 ގައެވެ. އަދި އިބްނު މާޖާ، ނަމްބަރު 1676 ގައެވެ.
[11] أخرجه الترمذي، برقم (2518).,[11] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ، ނަމްބަރު 2518 ގައެވެ.
[12] أخرجه البخاري، برقم (52)، مسلم، برقم (1599).,[12] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 52 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 1599 ގައެވެ.
[13] أخرجه البخاري، برقم (946)، ومسلم، برقم (749).,[13] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 946 ގައެވެ. އަދި މުސްލިމް، ނަމްބަރު 749 ގައެވެ.
[14] أخرجه الترمذي، برقم (806)، وأبو داود، برقم (1375).,[14] މި ޙަދީޘް ނެރުއްވީ އައް-ތިރްމިޛީ ނަމްބަރު (806) ގައި، އަދި އަބޫ ދާވޫދު ނަމްބަރު (1375) ގައެވެ.
[15] أخرجه الطبراني في مسنده، برقم (2238).,[15] މި ޙަދީޘް ނެރުއްވީ އައް-ޠަބަރާނީ އެކަލޭގެފާނުގެ މުސްނަދުގައި، ނަމްބަރު (2238) ގައެވެ.
[16] أخرجه ابن خزيمة في صحيحه، برقم (1887).,[16] މި ޙަދީޘް ނެރުއްވީ އިބްނު ޚުޒައިމާ، އެކަލޭގެފާނުގެ ޞަޙީޙްގައި، ނަމްބަރު (1887) ގައެވެ.
[17] أخرجه البخاري، برقم (1863).,[17] މި ޙަދީޘް ނެރުއްވީ އަލް-ބުޚާރީ، ނަމްބަރު 1863 ގައެވެ.
الرسالة الثانية,ދެވަނަ ރިސާލާ
فِي فَضْلِ صِيَامِ رَمَضَانَ وَقِيَامِهِ مَعَ بَيَانِ أَحْكَامٍ مُهِمَّةٍ قَدْ تَخْفَى عَلَى بَعْضِ النَّاسِ,ރަމަޟާންމަހު ރޯދަހިފުމާއި ރޭއަޅުކަން ކުރުމުގެ މާތްކަމާއި، އަދި ބައެއް މީހުންނަށް ފޮރުވިފައި ހުރެދާނެ މުހިއްމު ޙުކުމްތަކެއްގެ ބަޔާން.
بسم اللهِ الرَّحْمَنِ الرَّحِيمِ,ރަޙްމާނުވަންތަ، ރަޙީމުވަންތަ، ﷲ ގެ އިސްމުފުޅުން ފަށަމެވެ.
من عبد العزيز بن عبد الله ابن باز، إلى من يراه من المسلمين سلك الله بي وبهم سبيل أهل الإيمان، ووفقني وإياهم للفقه في السنة والقرآن، آمين!,ޢަބްދުލް-ޢަޒީޒު ބްނު ޢަބްދު ﷲ ބްނު ބާޒުގެ ފަރާތުން، މުސްލިމުންގެ ތެރެއިން މި ރިސާލާ ފެންނަ ބަޔަކަށް، ﷲ އަހަރެންނާއި އެމީހުން އީމާންކަމުގެ އަހުލުވެރިންގެ މަގުން ހިންގުވައި، ސުންނަތާއި ޤުރްއާން ފިޤުހުވެރިވުމުގެ ތައުފީޤު ދެއްވާށިއެވެ. އާމީން!
سلام الله عليكم ورحمة الله وبركاته,ތިޔަބައިމީހުންގެ މައްޗަށް ﷲ ގެ ސަލާމާއި، ﷲ ގެ ރަޙްމަތާއި އެއިލާހުގެ ބަރަކާތް ހުއްޓެވެ.
أما بعد: فهذه نصيحة موجزة تتعلق بفضل صيام رمضان وقيامه، وفضل المسابقة فيه بالأعمال الصالحة، مع بيان أحكام مهمة قد تخفى على بعض الناس.,އެއަށްފަހު ދަންނައެވެ: މިއީ ބައެއް މީސްތަކުންނަށް ވަންހަނާވެފައިވާ މުހިއްމު ޙުކުމްތަކެއް ބަޔާންކޮށްދިނުމާއެކު، ރަމަޟާންމަހު ރޯދަ ހިފުމާއި އެ މަހު އަޅުކަންކޮށް ޤާއިމުކުރުމުގެ މާތްކަމާއި، އަދި އެމަހުގައި ޞާލިޙު ޢަމަލުތައް ކުރުމުގައި ވާދަކޮށް ކުރިއަރައިދިއުމުގެ މާތްކަމާ ގުޅޭ ކުރު ނަޞޭޙަތެކެވެ.
ثبت عن رسول الله ﷺ أنه كان يبشر أصحابه بمجيء شهر رمضان، ويخبرهم عليه الصلاة والسلام أنه شهر تفتح فيه أبواب الرحمة وأبواب الجنة، وتغلق فيه أبواب جهنم، وتغل فيه الشياطين، ويقول:,ރަމަޟާންމަސް އައުމުގެ އުފާވެރިކަމުގެ ޚަބަރު ﷲ ގެ ރަސޫލު ﷺ، އެކަލޭގެފާނުގެ އަޞްޙާބުންނަށް ދެއްވާކަން އެކަލޭގެފާނުގެ އަރިހުން ޘާބިތުވެގެންވެއެވެ. އަދި އެކަލޭގެފާނު عليه الصلاة والسلام ޚަބަރުދެއްވަނީ، އެއީ ރަޙްމަތުގެ ދޮރުކޮޅުތަކާއި ޖަންނަތުގެ ދޮރުކޮޅުތައް ހުޅުވި، ޖަހަންނަމައިގެ ދޮރުތައް ބަންދުކުރެވި، ޝައިޠާނުންނަށް ކަސްތޮޅު އެޅުވޭ މަހެއްކަމަށެވެ. އަދި ޙަދީޘްކުރައްވައެވެ:
