wordAR,wordDV,wordEN,meanAR,meanDV,meanEN
,މޫދު,,,"""މޫދު"" ކަމަށް ބުނެފައި އެވަނީ، ރަށެއްގެ ގޮނޑުދޮށުން ފެށިގެން ކަނޑުތޮށްޓާ ދެމެދުގައިވާ ފަޅުގެ ސަރަހައްދަށެވެ.",
,ފެން,,,"""ފެން"" ކަމަށް ބުނެފައި އެވަނީ، ލޮނުގެ އަސަރު އެއްވެސް މިންވަރަކަށް ނެތް ފެނަށާއި، އެކި މިންވަރަށް ލޮނުގެ އަސަރު ހުންނަ ފެނަށެވެ.",
,ފެނުގެ ދިރުން,,,"""ފެނުގެ ދިރުން"" ކަމަށް ބުނެފައި އެވަނީ، ފެނުގެ މާހައުލުތަކުގައި ދިރިއުޅޭ ދިރުމުގެ ވައްތަރުތަކަށެވެ.",
,ދިރުން,,,"""ދިރުން"" ކަމަށް ބުނެފައި އެވަނީ، ފުރާނަ ހުންނަ ހާލަތުގައިވާ ދިރޭ އެއްޗެހީގެ ވައްތަރުތަކަށާއި، އެ ވައްތަރުތައް ކަޑައްތުކުރާ އެންމެހައި މަރުހަލާތަކަށެވެ.",
,އާލާކުރުން,,,"""އާލާކުރުން"" ކަމަށް ބުނެފައި އެވަނީ، އިންސާނުންގެ ބެލުމާއި، ބެލެހެއްޓުމާއި، އަޅައިލުމުގެ ދަށުން ދިރުންހުރި ތަކެތި ވިއްސުމާއި ގިނަކުރުމާއި ނުވަތަ ބޮޑުކުރުމަށް ކުރެވޭ މަސައްކަތަށެވެ.",
,ތަޖުރިބާކުރުން,,,"""ތަޖުރިބާކުރުން"" ކަމަށް ބުނެފައި އެވަނީ، ކަމެއް އަމަލީގޮތުން ކޮށްގެން،ނުވަތަ އަޖުމަބަލައިގެން، ނުވަތަ ތަހުލީލުކޮށްގެން މައުލޫމާތު ހޯދުމަށެވެ.",
,އިންވޭސިވް ސްޕީށީޒް,,,"""އިންވޭސިވް ސްޕީށީޒް"" ކަމަށް ބުނެފައި އެވަނީ، އެ މާހައުލަކުން އާންމުކޮށް ނުފެންނަ، އެފަދަ މާހައުލަކަށް އެ ބާވަތެއް ތައާރަފު ވެއްޖެނަމަ ތިމާވެށްޓަށް ނުވަތަ އިގްތިސާދަށް ނުވަތަ އިންސާނުންގެ އާންމު ސިއްހަތައް ނޭދެވޭ އަސަރު ފޯރާނެ ފަދަ މިންވަރަކަށް އާލާވުމުގެ ގާބިލުކަން ލިބިފައިވާ ބާވަތްތަކަށެވެ.",
,ބަޔޯސެކިއުރިޓީ,,,"""ބަޔޯސެކިއުރިޓީ"" ކަމަށް ބުނެފައި އެވަނީ، ރާއްޖޭގެ ކަނޑުތަކުގެ މާހަ އުލުގައި އުޅޭ ދިރުން، ގެއްލުންދެނިވި ބަޔޮލޮޖިކަލް ބާވަތްތަކުން، ނުވަތަ މިފަދަ ބާވަތްތައް އުފައްދާ ބަޔޯ ކެމިކަލް މާއްދާތަކުން ރައްކައުތެރިކުރުމަށް އަޅާ ފިޔަވަޅުތަކަށެވެ.",
,އެކުއަކަލްޗަރއާ ގުޅުން ހުރި ހަރަކާތް,,,"""އެކުއަކަލްޗަރއާ ގުޅުން ހުރި ހަރަކާތް"" ކަމަށް ބުނެފައި އެވަނީ، ކަރަންޓީނު ފެސިލިޓީ ގާއިމްކުރުމާއި، ހިންގުމާއި، އެކުއަކަލްޗަރ ކުރުމަށް ބޭނުންވާ ކާނާ އުފެއްދުމާ ގުޅުންހުރި މަސައްކަތްތަކަށެވެ.",
,މަސްވެރިކަން ކުރުން,,,"""މަސްވެރިކަން ކުރުން"" ކަމަށް ބުނެފައި އެވަނީ:ހިފުމަށާއި، ނެގުމަށާއި، މެރުމަށާއި ބޭނުމަށް މަސް ހޯދުން؛މަސް ހޯދުމަށް، ހިފުމަށް، ނެގުމަށް، ނުވަތަ މަސް މެރުމަށް މަސައްކަތްކުރުން؛އެކަންކަމުގެ ނަތީޖާއަކީ މަސް ހޯދުން، ހިފުން، ނެގުން، މެރުން ނުވަތަ މަސް ބޭނުންކަމުގައި ހިމެނޭ އެނޫންވެސް އެހެން ހަރަކާތްތައް ހިންގުން؛ރޭޑިއޯ ބީކަން"" ހިމެނޭގޮތަށް، މަސް ޖަމާކުރުވުމަށް ބޭނުންކުރާ އާލާތް ނުވަތަ އެގްރިގޭޓް ކުރުމާ ގުޅޭ ސާމާނު ބެހެއްޓުން، ހޯދުން ނުވަތަ އަނބުރާ ހޯދުން؛މޫދުގައި ނުވަތަ ކަނޑުގައި ނުވަތަ ރަށެއްގެ އެއްގަމުގައި، އިސްވެ ބަޔާންކުރެވުނު (1) ވަނަ ނަންބަރާއި، (2) ވަނަ ނަންބަރާއި، (3) ވަނަ ނަންބަރު ނުވަތަ (4) ވަނަ ނަންބަރުގައި ބުނެފައިވާ އެއްވެސް ހަރަކާތެއް ހިންގުމަށް ތައްޔާރުވުމަށްޓަކައި އެއްވެސް ކަމެއް ހިންގުން.",
,މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތްތައް,,,"""މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތްތައް"" ކަމަށް ބުނެފައި އެވަނީ:މަސް ނުވަތަ މަހުގެ އުފެއްދުންތައް ކަނޑުގައި ދުއްވާ އުޅަނދަކަށް ގެންދިއުމަށް، ނުވަތަ މަސް ނުވަތަ އެފަދަ އުފެއްދުމެއް ކަނޑުގައި ދުއްވާ އުޅަނދަކުން އެހެން ތަނަކަށް ގެންދިއުމަށް (ޓްރާންށިޕްކުރުން)؛މަސް ބާނާ ވަގުތުން ފެށިގެން ނުވަތަ މަސް ނަގާ ވަގުތުން ފެށިގެން އެއް ތަނުން އަނެއް ތަނަށް މަސް ގެންދިއުން، ނުވަތަ މަސް ހަލާކުނުވާ ގޮތަށް ރައްކާކުރުމަށް؛ދިވެހިރާއްޖޭގެ ކަނޑުގެ ސަރަހައްދުތަކުން ނަގައިގެން އެއްގަމަށް ފުރަތަމަގެނެވޭ ވަގުތާ ހަމައަށް، މަހާއި މަހުގެ އުފެއްދުންތައް ރައްކާކުރުމާއި،ގަތުމާއި، ޕްރޮސެސްކުރުމަށް؛މަހާއި މަހުގެ އުފެއްދުންތައް އެކްސްޕޯޓްކުރުމަށް؛މަސްވެރިކަން ކުރާ އުޅަނދުފަހަރަށް ތެޔޮ އެޅުން ނުވަތަ ތެޔޮފޯރުވައިދިނުން ނުވަތަ މަސްވެރިކަމުގެ ހަރަކާތްތައް ހިންގުމަށް އެއްބާރުލުންދިނުމަށްޓަކައި އެއްވެސް ހަރަކާތެއް ނުވަތަ ހިދުމަތެއް ފޯރުވައިދިނުމަށް؛އަދިއިސްވެ ބަޔާންކުރެވުނު (1) ވަނަ ނަންބަރުން ފެށިގެން (5) ވަނަ ނަންބަރުގެ ނިޔަލަށްބަޔާންކޮށްފައިވާ އެއްވެސް މަސައްކަތެއް ކުރުމަށް ނުވަތަ އެފަދަމަސައްކަތެއް ކުރުމަށް ތައްޔާރުވުމަށް.",
,އުޅަނދު,,,"""އުޅަނދު"" ކަމަށް ބުނެފައި އެވަނީ، މަސްވެރިކަމަށް ބޭނުންކުރާ ނުވަތަ މަސްވެރިކަން ކުރުމަށް ތައްޔާރުކޮށްފައިވާ ނުވަތަ އާންމުގޮތެއްގައި މަސްވެރިކަން ކުރުމަށް ނުވަތަ މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތެއް ހިންގުމަށް ބޭނުންކުރާ ބާވަތެއްގެ އެއްވެސް އުޅަނދެއް، ކަނޑު ބޯޓެއް ނުވަތަ އެނޫންވެސް އުޅަނދަކަށެވެ.",
,އެކުއަކަލްޗަރ ކުރުން,,,"""އެކުއަކަލްޗަރ ކުރުން"" ކަމަށް ބުނެފައި އެވަނީ، ދިވެހިރާއްޖޭގެ ސަރަހައްދުގައި އަދި ދިވެހިރާއްޖޭގެ ކަނޑުގެ ސަރަހައްދުތަކުގެ ތެރޭގައި، ފެނުގެ ދިރުންހުރި ވަސީލަތްތައް ވިއްސައި، ދިރުވައި، އާލާކޮށް، ގެންގުޅެ ބޮޑުކުރުމަށެވެ.",
,އެކުއަކަލްޗަރއާ ގުޅުން ހުރި ހަރަކާތް,,,"""އެކުއަކަލްޗަރއާ ގުޅުން ހުރި ހަރަކާތް"" ކަމަށް ބުނެފައި އެވަނީ، ކަރަންޓީނު ފެސިލިޓީ ގާއިމްކުރުމާއި، ހިންގުމާއި، އެކުއަކަލްޗަރ ކުރުމަށް ބޭނުންވާ ކާނާ އުފެއްދުމާ ގުޅުންހުރި މަސައްކަތްތަކަށެވެ.",
,މަސް ޕްރޮސެސްކުރާ ތަންތަން,,,"""މަސް ޕްރޮސެސްކުރާ ތަންތަން"" ކަމަށް ބުނެފައި އެވަނީ، ބިންބިމާއި،އިމާރާތްތަކާއި އެނޫންވެސް ތަންތަން އަދި އެ ތަނެއްގައި:މަސް ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް ސާފުކޮށް، ބަންދުކޮށް،ފިނިކޮށް، ގަނޑުކޮށް، ލޮނުއަޅައި، ހިއްކައި، އެނޫންވެސް އެހެންގޮތަކަށް ދިވެހިރާއްޖޭއާއި ދިވެހިރާއްޖެއިން ބޭރުގައި ވިއްކުމަށް ތައްޔާރުކުރާ ތަންތަން؛ ނުވަތަބަންދުކޮށް ނުވަތަ ޕެކެޓުކޮށް، ދަޅުގައި ބަންދުކޮށް، ހިއްކައި، ސާފުކޮށް،ލޮނުއަޅައި، ފިނިކޮށް، ގަނޑުކޮށް ނުވަތަ އެނޫންވެސް އެހެންގޮތަކަށްދިވެހިރާއްޖޭއާއި ދިވެހިރާއްޖޭން ބޭރުގައި ވިއްކުމުގެ ބޭނުމަށްޓަކައި، މަސްނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް ރައްކާކޮށްފައި ބަހައްޓާ ތަންތަން.",
,މަސް ޕްރޮސެސްކުރުން,,,"""މަސް ޕްރޮސެސްކުރުން"" ކަމަށް ބުނެފައި އެވަނީ:މަސް ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް ސާފުކޮށް، ނުވަތަ ބަންދުކޮށް،ނުވަތަ ފިނިކޮށް، ނުވަތަ ގަނޑުކޮށް، ނުވަތަ ލޮނުއަޅައި، ނުވަތަ ހިއްކައި،ނުވަތަ އެނޫން އެހެން ގޮތަކަށް ވެސް ތައްޔާރުކުރުން؛ ނުވަތަބަންދުކޮށް ނުވަތަ ޕެކެޓުކޮށް، ނުވަތަ ދަޅުގައި ބަންދުކޮށް، ނުވަތަ ހިއްކައި،ނުވަތަ ސާފުކޮށް، ނުވަތަ ލޮނުއަޅައި، ނުވަތަ ފިނިކޮށް، ނުވަތަ ގަނޑުކޮށް ނުވަތަ އެނޫން އެހެން ގޮތަކަށް ވެސް މަސް ނުވަތަ އެކުއަކަލްޗަރގެ އުފެއްދުންތައް ރައްކާކުރުން.",
,ގާނޫނީ ވެރިފަރާތް,,,"""ގާނޫނީ ވެރިފަރާތް"" ކަމަށް ބުނެފައި އެވަނީ، ދައުލަތުގެ ކަމާބެހޭ އިދާރާއަކުން އެ އުޅަނދެއް ނުވަތަ އެ ތަނެއް އެ ފަރާތުގެ ނަމުގައި ރަޖިސްޓަރީ ކޮށްދީފައިވާ ފަރާތަކަށެވެ.",
,ފިށަރީޒް އިންފޮމޭށަން ސިސްޓަމް - ކެޔޮޅު,,,"""ފިށަރީޒް އިންފޮމޭށަން ސިސްޓަމް - ކެޔޮޅު"" ކަމަށް ބުނެފައި އެވަނީ،މަސްވެރިކަމާއި މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތްތަކުގެ މައުލޫމާތު ރިކޯޑުކުރުމަށާއި، މަސްވެރިކަމާއި މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތްތައް ހިންގުމަށް ބޭނުންވާ ލައިސަންސާއި ހުއްދަ ދޫކުރުމަށް މިނިސްޓްރީން ގާއިމްކޮށްފައިވާ ނިޒާމަށެވެ.",
,ބޭރުގެ އުޅަނދު,,,"""ބޭރުގެ އުޅަނދު"" ކަމަށް ބުނެފައި އެވަނީ:ބޭރު ގައުމެއްގައި، އެ ގައުމެއްގެ ކަމާ ގުޅޭ ގާނޫނުތަކުގެ ދަށުން އެ ގައުމެއްގައި ރަޖިސްޓަރީކޮށްފައިވާ އުޅަނދު؛ ނުވަތަދިވެހިރާއްޖޭގެ ގާނޫނުތަކުގެ ދަށުން ދިވެހިރާއްޖޭގައި ރަޖިސްޓަރީ ކޮށްފައި ނުވާ، ނުވަތަ ދިވެހިރާއްޖޭގެ ގާނޫނުތަކުގެ ދަށުން، ދިވެހިރާއްޖޭގައި ރަޖިސްޓަރީކުރަން ލާޒިމްނުވާ އުޅަނދު.",
,އުޅަނދު,,,"""އުޅަނދު"" ކަމުގައި ބުނެފައި އެވަނީ، މަސްވެރިކަން ކުރުމަށް ނުވަތަ މަސްވެރިކަމާ ގުޅުންހުރި ހަރަކާތެއް ހިންގުމަށް ބޭނުންކުރާ ބާވަތެއްގެ އެއްވެސް އުޅަނދެއް، ކަނޑު ބޯޓެއް ނުވަތަ އެނޫން ވެސް އުޅަނދަކަށެވެ.",
,މަސް,,,"""މަސް"" ކަމުގައި ބުނެފައި އެވަނީ، ޖަނަވާރެއްގެ ނުވަތަ ގަހެއްގެ، ނުވަތަ މަހެއްގެ ސިފައެއް ހުރި، ނުވަތަ ނެތް އެއްޗެއް ނަމަވެސް ފެނުގައި ނުވަތަ ލޮނުގައި ނުވަތަ ކަނޑުގައި އުޅޭ އެންމެހައި ދިރޭ ތަކެއްޗަށެވެ. އެގޮތުން، މި މާނައިގެ ތެރޭގައި މައިކަށި ހުރި ނުވަތަ މައިކަށި ނެތް ދިރޭ ތަކެތި، ށެލްފިށް، ވެލާ، އިހި، ކަކުނި އަދި ބުނެވިދިޔަ ދިރޭ ތަކެތީގެ ޅަ އެއްޗެއްސާއި، އެ ތަކެތީގެ ފަންޏާއި ބިސް ހިމެނެއެވެ.",
,މަސްވެރިކަން,,,"""މަސްވެރިކަން"" ކަމަށް ބުނެފައި އެވަނީ ދިވެހި ރާއްޖޭގެ އިގްތިސާދީ ސަރަހައްދުގެ ތެރޭގައި ހިމެނޭ ކަނޑުތަކުން ލިބޭ ދިރުން ހުރި އެއްވެސް އެއްޗެއް ހިފުން ،ބޭނުން ، ނެގުން ، ނުވަތަ މިއިން ކަމެއް ކުރުމަށް ޓަކައި ކުރެވޭ ކޮންމެ މަސައްކަތަކަށެވެ.",
,ކަނޑު,,,"""ކަނޑު"" ކަމަށް ބުނެފައި އެވަނީ ބޭރު ކަނޑާއި އަތޮޅުތަކުގެ އެތެރެވަރިއާ ފަރު، ފަޅު، ހާ، ގިރި ފަދަ ހުރިހާ ތަނެއް ހިމެނޭ ގޮތަށެވެ.",
,ފަޅު,,,"""ފަޅު"" ކަމަށް ބުނެފައި އެވަނީ ރަށުގެ ގޮނޑުދޮށުން ފެށިގެން ތޮށީގެ ނުވަތަ ފުއްޓަރުގެ ބޭރުކައިރި އާއި ހަމައަށެވެ. ތޮށި ނުވަތަ ފުއްޓަރު ނެތް ނަމަ ގޮންޑުދޮށުން ފެށިގެން އުރަފަށާ ހަމަ އަށެވެ. ރަށެއް ނެތް ފަޅެއް ނަމަ އެފަޅެއްގެ ހޭފަށުން ފެށިގެން އެތެރެ އަށެވެ.",
,އަސާސީ ހިދުމަތް,,,"""އަސާސީ ހިދުމަތް"" ކަމަށް ބުނެފައި އެވަނީ، ދިވެހިރާއްޖޭގެ ޖުމްހޫރިއްޔާގެ ގާނޫނުއަސާސީގެ ދެވަނަ ބާބުގެ ދަށުން ކަށަވަރުކޮށްދީފައިވާ އަސާސީ ހައްގެއް ދައުލަތުގެ ފަރާތުން ފޯރުވައި ދިނުމަށްޓަކައި ދޭންޖެހޭ ހިދުމަތަށެވެ.",
,ޓެކުހާ ގުޅޭ ކުށްތައް,,,"""ޓެކުހާ ގުޅޭ ކުށްތައް"" ކަމަށް ބުނެފައި އެވަނީ، މީރާއަށް ތަޙުޤީޤުކުރުމުގެ ބާރުލިބިދީފައިވާ ޖިނާއީ ކުށްތަކަށެވެ.",
,ރިސްކް އެނަލިސިސް,,,"""ރިސްކް އެނަލިސިސް"" ކަމަށް ބުނެފައި އެވަނީ، ޓެކުހާ ގުޅޭ އިލްތިޒާމްތައް ފުރިހަމަކުރުމުގައި އެއްވެސް ފަރާތަކުން ނުރަނގަޅު ކަންތައްތަކެއް ކޮށްފައިވާކަމަށް ނުވަތަ ކުރަމުންދާކަމަށް މީރާއަށް ލިބޭ މަޢުލޫމާތަށް ބިނާކޮށް،އެ ކަމެއް އިތުރަށް ބަލައި ވަޒަންކުރުމުގެގޮތުން ކުރާ ތަހުލީލަށެވެ.",
,ށިޕިންގ އޭޖެންޓް,,,"""ށިޕިންގ އޭޖެންޓް"" ކަމަށް ބުނެފައި އެވަނީ، އާގުބޯޓެއްގެ ވެރިފަރާތް، ނުވަތަ ކަނޑު އުޅަނދު ޗާޓަރުކޮށްގެން އުޅޭ ފަރާތް، ނުވަތަ ކަނޑު އުޅަނދު އޮޕަރޭޓަރުގެ ފަރާތުން ރާއްޖޭގެ ބަނދަރުތަކަށް އަންނަ އުޅަނދުފަހަރަށް އެ އުޅަނދު އައުމާއި ފުރުމާ ދެމެދު ދޭންޖެހޭ ހިދުމަތްތައް ދިނުމާއި، އެ ބޯޓަކުން ގެނައި މުދާ ދޫކުރުމަށް ޑެލިވަރީ އޯޑަރ ދޫކުރުމާއި، ބޯޓުގެ މާސްޓަރާއި ވެރިފަރާތުން ދައުލަތުގެ މުއައްސަސާތަކާ ގުޅިގެން ކުރަންޖެހޭ އެންމެހައި ކަންކަން ކޮށްދިނުމާއި، ޖުމުލަކޮށް ބޯޓުގެ ބަލަދުވެރިކަން ބަލަހައްޓާ ފަރާތަށެވެ.",
,ޕްރިންސިޕަލް (ށިޕިންގއާއި ގުޅޭ),,,"""""ޕްރިންސިޕަލް"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ބޯޓުގެ ވެރިފަރާތް ނުވަތަ ބޯޓު ޗާޓަރުކޮށްގެން އުޅޭ ފަރާތް ނުވަތަ ބޯޓުގެ އޮޕަރޭޓަރަށެވެ. ""ޕްރިންސިޕަލް"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ބޯޓުގެ ވެރިފަރާތް ނުވަތަ ބޯޓު ޗާޓަރުކޮށްގެން އުޅޭ ފަރާތް ނުވަތަ ބޯޓުގެ އޮޕަރޭޓަރަށެވެ. "" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ބޯޓުގެ ވެރިފަރާތް ނުވަތަ ބޯޓު ޗާޓަރުކޮށްގެން އުޅޭ ފަރާތް ނުވަތަ ބޯޓުގެ އޮޕަރޭޓަރަށެވެ.",
,ޗާޓަރު,,,"""ޗާޓަރު"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ކަނޑު އުޅަނދެއް ކުއްޔަށް ހިފުން ނުވަތަ ސްލޮޓް ޗާޓަރ (ޗާޓަރު ކުރާ ފަރާތް ބޯޓުގެ ސްލޮޓެއް އެހެން ފަރާތަކަށް ޗާޓަރަށް ދިނުން) އުސޫލުން ކުއްޔަށް ހިފުމަށެވެ.",
,ފްރައިޓް ޗާރޖު (ށިޕިންގއާއި ގުޅޭ),,,"""ފްރައިޓް ޗާރޖު"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ކަނޑުމަގުން އެއްތަނުން އަނެއްތަނަށް މުދާ ގެންގޮސްދިނުމަށް ނަގާ އުޖޫރައަށެވެ.",
,ށިޕް ބްރޯކަރޭޖު,,,"""ށިޕް ބްރޯކަރޭޖު"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ކަނޑު އުޅަނދު ކުއްޔަށް ދޫކުރުމާއި، ކަނޑުމަގުން އުފުލާ މުދަލާއި މީހުން ފޮނުވުމަށް އުޅަނދުފަހަރުން ޖާގަ ހޯދައިދިނުމާއި، ބޯޓުފަހަރު ގަނެ ވިއްކުމުގެ މަސައްކަތްކުރާ ފަރާތަށެވެ.",
,އާގު ބޯޓް ފަހަރު,,,"""އާގު ބޯޓް ފަހަރު"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، މީހުންނާއި މުދާ ނުވަތަ މީހުން ނުވަތަ މުދާ އަރުވައިގެން ރާއްޖެއިން ބޭރަށް ދަތުރުކުރުމަށް މޯލްޑިވްސް ޓްރާންސްޕޯޓް އޮތޯރިޓީގައި ރަޖިސްޓަރީ ކޮށްފައިވާ އުޅަނދުފަހަރާއި، ރާއްޖެއިން ބޭރުން ރާއްޖެއަށް އަންނަ އެންމެހައި އުޅަނދުފަހަރަށެވެ.",
,ސައިންއޮން އަދި ސައިންއޮފް,,,"""ސައިންއޮން އަދި ސައިންއޮފް"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ދިވެހިރާއްޖޭގެ އިމިގްރޭށަންގެ ހުއްދަޔާއެކު ދިވެހިރާއްޖެއިން ބޭރަށް ދަތުރުކުރާ ބޯޓުފަހަރުގެ ދަފުތަރުގައި މީހުން ޖެއްސުމާއި ދަފުތަރުން މީހުން އުނިކުރުމަށެވެ.",
,ޕު ސްޓޯރު,,,"""ށިޕު ސްޓޯރު"" ކަމަށް ބަޔާންކޮށްފައި އެވަނީ، ބޯޓު ދުއްވުމާއި މަރާމާތާއިހިންގުމަށް ބޭނުންވާ އާލާތާއި ސާމާނާއި، އަދި ފަޅުވެރިންނާއި ފަސިންޖަރުންނަށް ބޭނުންވާ ކާބޯތަކެއްޗާއި، ފެނާއި ބޭހާއި އަދިވެސް މިފަދަ ތަކެއްޗަށެވެ.",
