source,#,bodyAR,bodyDV,takhrij
صحيح مسلم,8,حَدَّثَنِي أَبُو خَيْثَمَةَ زُهَيْرُ بْنُ حَرْبٍ، حَدَّثَنَا وَكِيعٌ، عَنْ كَهْمَسٍ، عَنْ عَبْدِ اللهِ بْنِ بُرَيْدَةَ، عَنْ يَحْيَى بْنِ يَعْمَرَ، (ح) وَحَدَّثَنَا عُبَيْدُ اللهِ بْنُ مُعَاذٍ الْعَنْبَرِيُّ، وَهَذَا حَدِيثُهُ، حَدَّثَنَا أَبِي، حَدَّثَنَا كَهْمَسٌ، عَنِ ابْنِ بُرَيْدَةَ، عَنْ يَحْيَى بْنِ يَعْمَرَ قَالَ: كَانَ أَوَّلَ مَنْ قَالَ فِي الْقَدَرِ بِالْبَصْرَةِ مَعْبَدٌ الْجُهَنِيُّ، فَانْطَلَقْتُ أَنَا وَحُمَيْدُ بْنُ عَبْدِ الرَّحْمَنِ الْحِمْيَرِيُّ حَاجَّيْنِ أَوْ مُعْتَمِرَيْنِ، فَقُلْنَا: لَوْ لَقِينَا أَحَدًا مِنْ أَصْحَابِ رَسُولِ اللهِ ﷺ، فَسَأَلْنَاهُ عَمَّا يَقُولُ هَؤُلَاءِ فِي الْقَدَرِ، فَوُفِّقَ لَنَا عَبْدُ اللهِ بْنُ عُمَرَ بْنِ الْخَطَّابِ دَاخِلًا الْمَسْجِدَ، فَاكْتَنَفْتُهُ أَنَا وَصَاحِبِي، أَحَدُنَا عَنْ يَمِينِهِ، وَالْآخَرُ عَنْ شِمَالِهِ، فَظَنَنْتُ أَنَّ صَاحِبِي سَيَكِلُ الْكَلَامَ إِلَيَّ، فَقُلْتُ: أَبَا عَبْدِ الرَّحْمَنِ، إِنَّهُ قَدْ ظَهَرَ قِبَلَنَا نَاسٌ يَقْرَؤُونَ الْقُرْآنَ، وَيَتَقَفَّرُونَ الْعِلْمَ، وَذَكَرَ مِنْ شَأْنِهِمْ، وَأَنَّهُمْ يَزْعُمُونَ أَنْ لَا قَدَرَ، وَأَنَّ الْأَمْرَ أُنُفٌ، قَالَ: فَإِذَا لَقِيتَ أُولَئِكَ فَأَخْبِرْهُمْ أَنِّي بَرِيءٌ مِنْهُمْ، وَأَنَّهُمْ بُرَآءُ مِنِّي، وَالَّذِي يَحْلِفُ بِهِ عَبْدُ اللهِ بْنُ عُمَرَ لَوْ أَنَّ لِأَحَدِهِمْ مِثْلَ أُحُدٍ ذَهَبًا فَأَنْفَقَهُ، مَا قَبِلَ اللهُ مِنْهُ حَتَّى يُؤْمِنَ بِالْقَدَرِ ثُمَّ قَالَ: حَدَّثَنِي أَبِي عُمَرُ بْنُ الْخَطَّابِ قَالَ: بَيْنَمَا نَحْنُ عِنْدَ رَسُولِ اللهِ ﷺ ذَاتَ يَوْمٍ إِذْ طَلَعَ عَلَيْنَا رَجُلٌ شَدِيدُ بَيَاضِ الثِّيَابِ، شَدِيدُ سَوَادِ الشَّعَرِ، لَا يُرَى عَلَيْهِ أَثَرُ السَّفَرِ، وَلَا يَعْرِفُهُ مِنَّا أَحَدٌ، حَتَّى جَلَسَ إِلَى النَّبِيِّ ﷺ، فَأَسْنَدَ رُكْبَتَيْهِ إِلَى رُكْبَتَيْهِ، وَوَضَعَ كَفَّيْهِ عَلَى فَخِذَيْهِ، وَقَالَ: يَا مُحَمَّدُ، أَخْبِرْنِي عَنِ الْإِسْلَامِ، فَقَالَ رَسُولُ اللهِ ﷺ: الْإِسْلَامُ أَنْ تَشْهَدَ أَنْ لَا إِلَهَ إِلَّا اللهُ، وَأَنَّ مُحَمَّدًا رَسُولُ اللهِ، وَتُقِيمَ الصَّلَاةَ، وَتُؤْتِيَ الزَّكَاةَ، وَتَصُومَ رَمَضَانَ، وَتَحُجَّ الْبَيْتَ إِنِ اسْتَطَعْتَ إِلَيْهِ سَبِيلًا، قَالَ: صَدَقْتَ، قَالَ: فَعَجِبْنَا لَهُ، يَسْأَلُهُ وَيُصَدِّقُهُ، قَالَ: فَأَخْبِرْنِي عَنِ الْإِيمَانِ، قَالَ: أَنْ تُؤْمِنَ بِاللهِ، وَمَلَائِكَتِهِ، وَكُتُبِهِ، وَرُسُلِهِ، وَالْيَوْمِ الْآخِرِ، وَتُؤْمِنَ بِالْقَدَرِ، خَيْرِهِ وَشَرِّهِ، قَالَ: صَدَقْتَ، قَالَ: فَأَخْبِرْنِي عَنِ الْإِحْسَانِ، قَالَ: أَنْ تَعْبُدَ اللهَ كَأَنَّكَ تَرَاهُ، فَإِنْ لَمْ تَكُنْ تَرَاهُ فَإِنَّهُ يَرَاكَ، قَالَ: فَأَخْبِرْنِي عَنِ السَّاعَةِ، قَالَ: مَا الْمَسْؤُولُ عَنْهَا بِأَعْلَمَ مِنَ السَّائِلِ، قَالَ: فَأَخْبِرْنِي عَنْ أَمَارَتِهَا، قَالَ: أَنْ تَلِدَ الْأَمَةُ رَبَّتَهَا، وَأَنْ تَرَى الْحُفَاةَ الْعُرَاةَ الْعَالَةَ رِعَاءَ الشَّاءِ يَتَطَاوَلُونَ فِي الْبُنْيَانِ، قَالَ: ثُمَّ انْطَلَقَ، فَلَبِثْتُ مَلِيًّا ثُمَّ قَالَ لِي: يَا عُمَرُ، أَتَدْرِي مَنِ السَّائِلُ؟ قُلْتُ: اللهُ وَرَسُولُهُ أَعْلَمُ، قَالَ: فَإِنَّهُ جِبْرِيلُ، أَتَاكُمْ يُعَلِّمُكُمْ دِينَكُمْ.,އަދިވެސް ޢުމަރު رَضِيَ اللَّهُ عَنْهُ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ގެ އަރިހުގައި ތިމަންމެން ވަނިކޮށް، އެ ތަނަށް މީހަކު އަތުވެއްޖެއެވެ. އެ މީހާގެ ފޭރާމުގެ ހުދުކަން ނުހަނު ގަދައެވެ. އަދި އިސްތަށީގެ ކަޅުކަން ވެސް އެހާމެ ގަދައެވެ. ދަތުރެއްކޮށްފައި އައިކަމުގެ އެއްވެސް އަސަރެއް އެ މީހާގެ ކިބައިން ފެންނާކަށް ނެތެވެ. އަދި ތިމަންމެން ކުރެ އެކަކަށް ވެސް އެއީ ކާކު ކަމެއް ނޭނގެއެވެ. އެ މީހާ އައިސް، ނަބިއްޔާ ﷺ ގެ ކަކޫފުޅާއި އެ މީހާގެ ކަކުލާ ދިމާވާ ގޮތަށް އިށީނދެ، ދެ އަތްތިލަ ފަލަމަސްގަނޑުގެ މަތީ ބާއްވާފައި ދެންނެވިއެވެ: އޭ މުޙައްމަދުގެފާނެވެ. އިސްލާމްކަމާ ބެހޭ ގޮތުން ތިމަންނާއަށް ޚަބަރު ދެއްވާށެވެ. އެ ހިނދު ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އިސްލާމްކަމަކީ، ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާ ކަމަށާއި، މުޙައްމަދުގެފާނީ ﷲގެ ރަސޫލާ ކަމަށް ތިބާ ހެކިވުމެވެ. އަދި ނަމާދު ގާއިމުކޮށް، (މުދަލު) ޒަކާތް ދީ، ރަމަޟާން މަހު ރޯދަ ހިފައި، އަދި ތިބާއަށް ކުޅަދާނަކަން ލިބި އެ ކަމަށް މަގުފަހިވެއްޖެ ނަމަ، ގެފުޅަށް ގޮސް ޙައްޖުވުމެވެ.“ އޭނާ ދެންނެވިއެވެ: ތިޔަ ވިދާޅުވީ ތެދުފުޅެކެވެ. —ޙަދީޘް ކިޔައިދެއްވަމުން ޢުމަރުގެފާނު ދެންނެވިއެވެ: އެ މީހާއާމެދު ތިމަންމެން އަޖައިބު ވީމެވެ. (އެހެނީ) އެ މީހާ ނަބިއްޔާއާ ސުވާލުކޮށްފައި، ޚުދު އަމިއްލައަށް ނަބިއްޔާގެ ބަސްފުޅު ވެސް ތެދު ކުރެއެވެ— ދެން އެ މީހާ ދެންނެވިއެވެ: އީމާންކަމާ ބެހޭ ގޮތުން ތިމަންނާއަށް ޚަބަރު ދެއްވާށެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ ﷲ އަށާއި، އެ އިލާހުގެ މަލާއިކަތުންނަށާއި، އެ އިލާހުގެ ފޮތްތަކަށާއި، އެ އިލާހުގެ ރަސޫލުންނަށާއި، އާޚިރަތް ދުވަހަށް ތިބާ އީމާން ވުމެވެ. އަދި ގަޟާގަދަރު، އޭގެ ހެޔޮ މިންވަރާއި ނުބައި މިންވަރަށް ތިބާ އީމާން ވުމެވެ.“ އެ މީހާ ދެންނެވިއެވެ: ތިޔަ ވިދާޅުވީ ތެދުފުޅެކެވެ. އަދި ދެންނެވިއެވެ: އިޙުސާންކަމާ ބެހޭ ގޮތުން ތިމަންނާއަށް ޚަބަރު ދެއްވާށެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ ތިބާއަށް ﷲ ފެނިހުރެ އަޅުކަން ކުރާނެ ފަދައިން އެ އިލާއަށް އަޅުކަން ކުރުމެވެ. ފަހެ ތިބާއަށް އެ އިލާހު ނުފެނުނު ކަމުގައި ވިޔަސް، ހަމަކަށަވަރުން އެ އިލާހު ތިބާއަށް ބައްލަވާ ވޮޑިގެންވެއެވެ.“ ދެން އޭނާ ދެންނެވިއެވެ: ގިޔާމަތް ވާނެ ވަގުތަކާ ބެހޭ ގޮތުން ތިމަންނާއަށް ޚަބަރު ދެއްވާށެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެ ކަމާ ބެހޭ ގޮތުން، ސުވާލު ކުރި ފަރާތަށް ވުރެ ބޮޑަށް، ސުވާލު ކުރެވުނު ފަރާތަށް އެނގިގެނެއް ނުވެއެވެ.“ (އެބަހީ: ދެ މީހުން ކުރެ އެކަކަށް ވެސް އެނގިގެނެއް ނުވެއެވެ.) ދެން އެ މީހާ ދެންނެވިއެވެ: އޭގެ އަލާމާތްތަކާ ބެހޭ ގޮތުން ތިމަންނާއަށް ޚަބަރު ދެއްވާށެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ އަޅު އަންހެނަކު އަންހެން ދަރިއެއް ވިހައިގެން، (އެ ލިބުނު ދަރި) އެ އަޅު އަންހެނާގެ ސާހިބު ކަމަނާއަށް ވުމެވެ. އަދި ހުސްފަޔާ އޮރިޔާންކަންމަތީ ފަގީރު ހާލުގައި ބަކަރި ހުއިހައްޕާ އުޅުނު މީހުން، އިމާރާތްތައް އުސް ކުރުމުގައި ވާދަކޮށް އުޅޭތަން ތިބާއަށް ފެނުމެވެ.“ ދެން ޢުމަރުގެފާނު ދެންނެވިއެވެ: އެއަށްފަހު، އެ މީހަކު ހިނގައްޖެއެވެ. ދެން ތިމަން ދުވަސްތަކެއް ވޭތު ކުރުމަށް ފަހު، ނަބިއްޔާ ތިމަންނާއަށް ޙަދީޘް ކުރެއްވިއެވެ: ”އޭ ޢުމަރުގެފާނެވެ. ސުވާލު ކުރީ ކާކުކަން އެނގިލައްވާތޯއެވެ؟“ ތިމަން ދެންނެވީމެވެ: މޮޅަށް ދެނެވޮޑިގެން ވަނީ ﷲ އެވެ. އަދި އެ އިލާހުގެ ރަސޫލާއެވެ. ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”ހަމަކަށަވަރުން އެއީ ޖިބްރީލުގެފާނެވެ. ތިޔަބައިމީހުންގެ ގާތަށް އެ ވަޑައިގަތީ، ތިޔަބައިމީހުންގެ ދީން ތިޔަބައިމީހުންނަށް އުނގަންނަވައި ދެއްވުމަށްޓަކައެވެ.“,
صحيح مسلم,8,"""...قَالَ: فَأَخْبِرْنِي عَنِ الْإِيمَانِ، قَالَ: «أَنْ تُؤْمِنَ بِاللَّهِ، وَمَلَائِكَتِهِ، وَكُتُبِهِ، وَرُسُلِهِ، وَالْيَوْمِ الْآخِرِ، وَتُؤْمِنَ بِالْقَدَرِ خَيْرِهِ وَشَرِّهِ»..""","""(ޖިބްރީލްގެފާނު)ވިދާޅުވިއެވެ. ""އީމާންކަމަކީ ކޮބައި ހެއްޔެވެ؟"" (އެހިނދު) ރަސޫލާ ޞައްލަﷲ ޢަލައިހި ވަސައްލަމަ ޙަދީޘްލުރެއްވިއެވެ. ""އެއީ ﷲއަށް އީމާންވުމާއި، އެކަލާނގެ މަލާއިކަތުންނަށް އީމާންވުމާއި، އެކަލާނގެ ބާވައިލެއްވި ފޮތްތަކަށް އީމާންވުމާއި، އެކަލާނގެ ފޮނުއްވި ރަސޫލުންނަށް އީމާންވުމާއި، އާޚިރަތްދުވަހަށް އީމާންވުމެވެ. އަދި ހެޔޮމިންވަރާއި ނުބައިމިންވަރަށް އީމާންވުމެވެ.""",
صحيح مسلم,10,حَدَّثَنِي زُهَيْرُ بْنُ حَرْبٍ، حَدَّثَنَا جَرِيرٌ، عَنْ عُمَارَةَ، وَهُوَ ابْنُ الْقَعْقَاعِ، عَنْ أَبِي زُرْعَةَ، عَنْ أَبِي هُرَيْرَةَ قَالَ: قَالَ رَسُولُ اللهِ ﷺ: سَلُونِي، فَهَابُوهُ أَنْ يَسْأَلُوهُ، فَجَاءَ رَجُلٌ، فَجَلَسَ عِنْدَ رُكْبَتَيْهِ، فَقَالَ: يَا رَسُولَ اللهِ، مَا الْإِسْلَامُ؟ قَالَ: لَا تُشْرِكُ بِاللهِ شَيْئًا، وَتُقِيمُ الصَّلَاةَ، وَتُؤْتِي الزَّكَاةَ، وَتَصُومُ رَمَضَانَ، قَالَ: صَدَقْتَ، قَالَ: يَا رَسُولَ اللهِ، مَا الْإِيمَانُ؟ قَالَ: أَنْ تُؤْمِنَ بِاللهِ، وَمَلَائِكَتِهِ، وَكِتَابِهِ، وَلِقَائِهِ، وَرُسُلِهِ، وَتُؤْمِنَ بِالْبَعْثِ، وَتُؤْمِنَ بِالْقَدَرِ كُلِّهِ، قَالَ: صَدَقْتَ، قَالَ: يَا رَسُولَ اللهِ، مَا الْإِحْسَانُ؟ قَالَ: أَنْ تَخْشَى اللهَ كَأَنَّكَ تَرَاهُ، فَإِنَّكَ إِنْ لَا تَكُنْ تَرَاهُ فَإِنَّهُ يَرَاكَ، قَالَ: صَدَقْتَ، قَالَ: يَا رَسُولَ اللهِ، مَتَى تَقُومُ السَّاعَةُ؟ قَالَ: مَا الْمَسْؤُولُ عَنْهَا بِأَعْلَمَ مِنَ السَّائِلِ، وَسَأُحَدِّثُكَ عَنْ أَشْرَاطِهَا، إِذَا رَأَيْتَ الْمَرْأَةَ تَلِدُ رَبَّهَا، فَذَاكَ مِنْ أَشْرَاطِهَا، وَإِذَا رَأَيْتَ الْحُفَاةَ الْعُرَاةَ الصُّمَّ الْبُكْمَ مُلُوكَ الْأَرْضِ فَذَاكَ مِنْ أَشْرَاطِهَا، وَإِذَا رَأَيْتَ رِعَاءَ الْبَهْمِ يَتَطَاوَلُونَ فِي الْبُنْيَانِ، فَذَاكَ مِنْ أَشْرَاطِهَا، فِي خَمْسٍ مِنَ الْغَيْبِ لَا يَعْلَمُهُنَّ إِلَّا اللهُ، ثُمَّ قَرَأَ: { إِنَّ اللهَ عِنْدَهُ عِلْمُ السَّاعَةِ وَيُنَزِّلُ الْغَيْثَ وَيَعْلَمُ مَا فِي الْأَرْحَامِ وَمَا تَدْرِي نَفْسٌ مَاذَا تَكْسِبُ غَدًا وَمَا تَدْرِي نَفْسٌ بِأَيِّ أَرْضٍ تَمُوتُ إِنَّ اللهَ عَلِيمٌ خَبِيرٌ } قَالَ: ثُمَّ قَامَ الرَّجُلُ، فَقَالَ رَسُولُ اللهِ ﷺ: رُدُّوهُ عَلَيَّ، فَالْتُمِسَ، فَلَمْ يَجِدُوهُ، فَقَالَ رَسُولُ اللهِ ﷺ: هَذَا جِبْرِيلُ، أَرَادَ أَنْ تَعَلَّمُوا إِذْ لَمْ تَسْأَلُوا.,އަބޫ ހުރައިރާ ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ތިމަން ނަބިއްޔާއާ ސުވާލު ކުރައްވާށެވެ.“ ފަހެ ނަބިއްޔާއަށް ހުރި އިހްތިރާމާއި ގަދަރުގެ ސަބަބުން މީސްތަކުން އަހާކަށް ނުކެރުނެވެ. ދެން މީހަކު އަތުވެ، ނަބިއްޔާގެ ކަކޫފުޅާ ދިމާވާ ގޮތަށް އިށީނދެއްޖެގެން ދެންނެވިއެވެ: އޭ ﷲ ގެ ރަސުލާއެވެ. އިސްލާމްކަމީ ކޮބައިތޯއެވެ؟ ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އިސްލާމްކަމަކީ ތިބާ ﷲ އާ އެއްވެސް ފަރާތެއް ޝަރީކު ނުކުރުމެވެ. އަދި ނަމާދު ގާއިމުކޮށް، (މުދަލު) ޒަކާތް ދީ، ރަމަޟާން މަހު ރޯދަ ހިފުމެވެ.“ އޭނާ ދެންނެވިއެވެ: ތިޔަ ވިދާޅުވީ ތެދުފުޅެކެވެ. އޭ ﷲ ގެ ރަސުލާއެވެ. އީމާންކަމަކީ ކޮބައިތޯއެވެ؟ ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ ތިބާ ﷲ އަށާއި، އެ އިލާހުގެ މަލާއިކަތުންނަށާއި، އެ އިލާހުގެ ފޮތަށާއި، އެ އިލާހާ ބައްދަލުވާނެ ކަމަށާއި، އެ އިލާހުގެ ރަސޫލުންނަށާއި، އަދި ފަހުން އަލުން ދިރުއްވޭނެކަމަށާއި، ގަޟާގަދަރަށް އެއްކޮށް އީމާންވުމެވެ.“ އޭނާ ދެންނެވިއެވެ: ތިޔަ ވިދާޅުވީ ތެދުފުޅެކެވެ. އޭ ﷲ ގެ ރަސުލާއެވެ. އިޙުސާންކަމަކީ ކޮބައިތޯއެވެ؟ ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ ތިބާ ﷲ ފެނިހުރެ ބިރުވެތިވާ ފަދައިން އެ އިލާއަށް ބިރުވެތިވުމެވެ. އަދި ތިބާއަށް އެ އިލާހު ނުފެނުނު ކަމުގައި ވިޔަސް، ހަމަކަށަވަރުން އެ އިލާހު ތިބާއަށް ބައްލަވާ ވޮޑިގެންވެއެވެ.“ އޭނާ ދެންނެވިއެވެ: ތިޔަ ވިދާޅުވީ ތެދުފުޅެކެވެ. އޭ ﷲ ގެ ރަސުލާއެވެ. ގިޔާމަތް ގާއިމު ކުރެވޭނީ ކޮންއިރަކުތޯއެވެ؟ ނަބިއްޔާ ޙަދީޘް ކުރެއްވިއެވެ: ”އެކަމާ ބެހޭ ގޮތުން ސުވާލު ކުރި ފަރާތަށް ވުރެ ބޮޑަށް، ސުވާލު ކުރެވުނު ފަރާތް އެނގިގެން ނުވެއެވެ. (އެބަހީ: ދެ މީހުން ކުރެ އެކަކަށް ވެސް އެނގިގެން ނުވެއެވެ.) އެހެނަސް، އޭގެ އަލާމާތްތަކާ ބެހޭ ގޮތުން ތިބާއަށް ކިޔައިދެއްވާނަމެވެ. އެއީ އަޅު އަންހެނަކު ދަރިއެއް ވިހައިގެން، (އެ ލިބުނު ދަރި) އެ އަޅު އަންހެނާގެ ސާހިބާއަށް ވާތަން ތިބާއަށް ފެނުމެވެ. އެއީ އޭގެ ޢަލާމަތްތަކު ތެރޭ ހިމެނޭ ކަމެކެވެ. އަދި ހުސްފަޔާ އޮރިޔާންކަންމަތީ ހުރި ބީރު މަންމަނުން (އެބަހީ: ޖާހިލު މީހުން) ދުނިޔޭގެ ރަސްކަންކޮށް އުޅޭތަން ތިބާއަށް ފެނުމެވެ. އެއީ އޭގެ ޢަލާމަތްތަކު ތެރޭ ހިމެނޭ ކަމެކެވެ. އަދި ކަޅު ޖަމަލުތައް ހުއިހައްޕާ އުޅުނު މީހުން، އިމާރާތްތައް އުސް ކުރުމުގައި ވާދަކޮށް އުޅޭތަން ތިބާއަށް ފެނުމެވެ. އެއީ އޭގެ ޢަލާމަތްތަކު ތެރޭ ހިމެނޭ ކަމެކެވެ. (ގިޔާމަތް ވާނެ ވަގުތުގެ ޢިލްމަކީ) ﷲ ފިޔަވައި އެއްވެސް ފަރާތަކަށް ނޭނގޭނެ ޣައިބުގެ ފަސް ކަމެއްގެ ތެރެއިންވާ ކަމެކެވެ.“ ދެން ނަބިއްޔާ (މި އާޔަތް) ކިޔަވައި ވިދާޅުވިއެވެ: ❞ހަމަކަށަވަރުން ގިޔާމަތް ވާނެ ވަގުތުގެ ޢިލްމު ވަނީ (ހަމައެކަނި) ﷲ ގެ ހަޒްރަތުގައެވެ. އަދި އެ އިލާހު ވާރޭ ވެއްސަވައެވެ. އަދި ރަޙިމުތަކުގައިވާ ތަކެތި އެ އިލާހު ދެނެވޮޑިގެން ވެއެވެ. އަދި އެއްވެސް ނަފްސަކަށް، އެ ނަފްސެއް މާދަމާ ހޯދައިގަންނާނީ ކޮން ކަމެއްކަން ނޭނގޭނެއެވެ. އަދި އެއްވެސް ނަފްސަކަށް، އެ ނަފްސެއް މަރުވާނީ ކޮން ބިމެއްގައި ކަމެއް ނޭނގޭނެއެވެ. ހަމަކަށަވަރުން ﷲ އީ މޮޅަށް ދެނެވޮޑިގެންވާ ޚަބީރުވަންތަ އިލާހެވެ.❝ އެއަށްފަހު އެ މީހާ ތެދުވެ ހިނގައްޖެއެވެ. ރަސޫލު ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އޭނާ ތިމަން ނަބިއްޔާ އަރިހަށް އެނބުރި ގެންނާށެވެ.“ ދެން މީސްތަކުން އެ މީހާ ހޯދައި ނުފެނުނެވެ. ދެން ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އެއީ ޖިބްރީލެވެ. ތިޔަބައިމީހުން ސުވާލު ނުކުރުމުން އެކަލޭގެފާނު އެދިވަޑައިގަތީ ތިޔަބައިމީހުން އުނގެނުމަށެވެ.“,b50
صحيح مسلم,15,حَدَّثَنَا أَبُو بَكْرِ بْنُ أَبِي شَيْبَةَ، وَأَبُو كُرَيْبٍ، وَاللَّفْظُ لِأَبِي كُرَيْبٍ، قَالَا: حَدَّثَنَا أَبُو مُعَاوِيَةَ، عَنِ الْأَعْمَشِ، عَنْ أَبِي سُفْيَانَ، عَنْ جَابِرٍ، قَالَ: أَتَى النَّبِيَّ ﷺ النُّعْمَانُ بْنُ قَوْقَلٍ، فَقَالَ: يَا رَسُولَ اللهِ، أَرَأَيْتَ إِذَا صَلَّيْتُ الْمَكْتُوبَةَ، وَحَرَّمْتُ الْحَرَامَ، وَأَحْلَلْتُ الْحَلَالَ، أَأَدْخُلُ الْجَنَّةَ؟ فَقَالَ النَّبِيُّ ﷺ: نَعَمْ.,ޖާބިރު ބިން ޢަބްދު ﷲ ރިވާ ކުރެއްވިއެވެ: އައްނުޢުމާން ބިން ގައުގަލު، ރަސޫލު ﷲ ﷺ ގެ އަރިހަށް ވަޑައިގެން ދެންނެވިއެވެ: އޭ ﷲގެ ރަސޫލާއެވެ. ތިމަން ފަރުޟު ފަސް ނަމާދުކޮށް، ޙަރާމް ކަންތައް ޙަރާމް ކަމުގައި ބަލައިގަނެ (އެ ކަންކަމުން ދުރުވެ)، ޙަލާލު ކަންތައް ޙަލާލު ކަމުގައި ބަލައިގަނެ (އެ ކަންތައް ކޮށްފިނަމަ)، ތިމަން ސުވަރުގެ ވަންނާނެކަމަށް އިބަ ނަބިއްޔާ ދެކިލައްވަމުތޯއެވެ؟ ނަބިއްޔާ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”އާދޭހެވެ.“,
صحيح مسلم,18,بُنِيَ الإِسْلامُ عَلَى خَمْسٍ : شَهَادَةِ أَنْ لا إِلَهَ إِلا اللَّهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللَّهِ ، وَإِقَامِ الصَّلاةِ ، وَإِيتَاءِ الزَّكَاةِ ، وَالْحَجِّ ، وَصَوْمِ رَمَضَان,“އިސްލާމްދީން ބިނާވެގެންވަނީ ފަސްކަމެއްގެ މައްޗަށެވެ. އެއީ ﷲ ފިޔަވައި ޙައްގުގޮތުގައި އަޅުކަންވެވޭ އިލާހެއް ނުވާކަމަށް ހެކިވުމާއި ، މުޙައްމަދު ﷺ އީ ﷲ ގެ ރަސޫލާކަމަށް ހެކިވުމާއި ނަމާދު ގާއިމު ކުރުމާއި ޒަކާތް ދިނުމާއި ޙައްޖުވުމާއި އަދި ރަމަޟާންމަހުގެ ރޯދަ ހިފުމެވެ.”,
صحيح مسلم,22,حَدَّثَنَا أَبُو غَسَّانَ الْمِسْمَعِيُّ مَالِكُ بْنُ عَبْدِ الْوَاحِدِ، حَدَّثَنَا عَبْدُ الْمَلِكِ بْنُ الصَّبَّاحِ، عَنْ شُعْبَةَ، عَنْ وَاقِدِ بْنِ مُحَمَّدِ بْنِ زَيْدِ بْنِ عَبْدِ اللهِ بْنِ عُمَرَ، عَنْ أَبِيهِ، عَنْ عَبْدِ اللهِ بْنِ عُمَرَ قَالَ: قَالَ رَسُولُ اللهِ ﷺ: أُمِرْتُ أَنْ أُقَاتِلَ النَّاسَ حَتَّى يَشْهَدُوا أَنْ لَا إِلَهَ إِلَّا اللهُ وَأَنَّ مُحَمَّدًا رَسُولُ اللهِ، وَيُقِيمُوا الصَّلَاةَ، وَيُؤْتُوا الزَّكَاةَ، فَإِذَا فَعَلُوا عَصَمُوا مِنِّي دِمَاءَهُمْ وَأَمْوَالَهُمْ إِلَّا بِحَقِّهَا، وَحِسَابُهُمْ عَلَى اللهِ.,ޢަބްދު ﷲ ބިން ޢުމަރު ރިވާ ކުރެއްވިއެވެ: ރަސޫލު ﷲ ﷺ ޙަދީޘް ކުރެއްވިއެވެ: ”ﷲ ފިޔަވައި އެހެން އެއްވެސް އިލާހަކު ނުވާކަމަށާއި، މުޙައްމަދުގެފާނީ ﷲގެ ރަސޫލާކަމަށް ހެކިވެ، އަދި ނަމާދު ގާއިމުކޮށް، (މުދަލު) ޒަކާތް ދީފުމަށް ދާންދެން، މީސްތަކުންނާ ހަނގުރާމަ ކުރުމަށް ތިމަން ނަބިއްޔާއަށް ވަނީ އަމުރުވެވިގެންނެވެ. ފަހެ އެބައިމީހުން އެ ފަދައިން އަމަލުކޮށްފި ނަމަ، އެބައިމީހުންގެ ލެޔާއި މުދާ ތިމަން ނަބިއްޔާގެ ކިބައިން ރައްކާތެރިކޮށް ސަލާމަތްކޮށްފިއެވެ. އެއީ އިސްލާމް ދީނުގެ ޙައްގުގައި (އެބަހީ: ޝަރީޢަތާ އެއްގޮތަށް ގާއިމު ކުރެވޭ ޙައްދެއްގައި) މެނުވީއެވެ. އަދި އެބައިމީހުންގެ ހިސާބު ބެއްލެވުން ވަނީ ﷲ އަށެވެ.“,b25
